Sr.No.,Accord Code,Company Name,RPTS_Year End,RPTS_Sales,RPTS_Rent Income,RPTS_Dividend Income,RPTS_Interest Income,RPTS_Forex Gain,RPTS_Discount Income,RPTS_Commission Income,RPTS_Claims Received,RPTS_Other Income,RPTS_Purchases,RPTS_Interest Expenses,RPTS_Director Remuneration,RPTS_Rent Expense,RPTS_Expenses,RPTS_Dividend Expense,RPTS_Discount Expense,RPTS_Commission Expense,RPTS_Claims Paid,RPTS_Expenses Recovered,RPTS_Profit on Sale of Assets,RPTS_Profit on Sale of Investments,RPTS_Provision Written Back,RPTS_Reimbursement Income,RPTS_Sale of Assets,RPTS_Sale of Investments,RPTS_Other Non Operating income,RPTS_Diminution on Investments,RPTS_Donations,RPTS_Forex Loss,RPTS_Loss on Sale of Assets,RPTS_Loss on Sale of Investments,RPTS_Provision for Doubtful Debts & Advances,RPTS_Purchase of Assets,RPTS_Purchase of Investments,RPTS_Provision Write offs,RPTS_Reimbursement Expense,RPTS_Other Non Operating Expenses
16446,270487,Jbfs Engineering Systems Pvt Ltd.,202403,2.19,,,,,,,,,0.22,0.27,,,0.84,,,,,,,,,,,,,,,,,,,,,,,
16447,270487,Jbfs Engineering Systems Pvt Ltd.,202303,0.75,,,,,,,,,0.06,0.27,,,0.57,,,,,,,,,,,,,,,,,,,,,,,
16448,270487,Jbfs Engineering Systems Pvt Ltd.,202203,0.64,,,,,,,,,0.15,0.23,,,0.16,,,,,,,,,,,,,,,,,,,,,,,
16449,132605,JBM Auto Ltd.,202403,1318.68,,,5.83,,,,,9.46,998.07,,11.74,,10.39,0.37,,,,,,,,,,,,,,,,,,,,,,
16450,132605,JBM Auto Ltd.,202303,268.53,,,5.36,,,,,22.59,174.12,,17.61,,77.18,0.29,,,,,,,,,,,,,,,,,,,,,,
16451,132605,JBM Auto Ltd.,202203,328.08,,,5.52,,,,,1.53,109.08,,18.19,,46.63,0.17,,,,,,,,,,,,,,,,,,,,,,
16452,208456,JBM Industries Ltd.,202403,224.80,,,1.73,,,,,0.69,45.64,,0.54,,,,,,,,,,,,,,,,,,,,,,,,,
16453,208456,JBM Industries Ltd.,202303,83.10,,,1.04,,,,,0.04,36.33,,,,,,,,,,,,,,,,,,,,,,,,,,,
16454,208456,JBM Industries Ltd.,202203,90.70,,,,,,,,0.02,67.30,,,,,,,,,,,,,,,,,,,,,,,,,,,
16455,275231,JBM Ogihara Automotive India Ltd.,202303,2.71,,,,,,,,,90.38,,0.71,,3.12,,,,,,,,,,,,,,,,,,,,,,,
16456,275231,JBM Ogihara Automotive India Ltd.,202203,1.17,,,0.02,,,,,,8.47,,0.66,,2.02,,,,,,,,,,,,,,,,,,,,,,,
16457,223488,JCB India Ltd.,202403,3842.48,,,,,,,,27.02,187.18,,,,3839.20,,,,,,,,,,,,,,,,,,,,,,,
16458,223488,JCB India Ltd.,202303,3655.08,,,,,,,,36.26,157.33,,,,2232.69,,,,,,,,,,,,,,,,,,,,,,,
16459,223488,JCB India Ltd.,202203,3037.78,,,,,,,,40.94,118.28,1.00,9.33,,565.95,,,,,,,,,,,,,,,,,,,,,,,
16460,235774,JCB Salons Pvt Ltd.,202403,,,,,,,,,,,0.53,0.61,,1.93,,,,,,,,,,,,,,,,,,,,,,,
16461,235774,JCB Salons Pvt Ltd.,202303,,,,,,,,,,,0.31,1.50,,2.35,,,,,,,,,,,,,,,,,,,,,,,
16462,235774,JCB Salons Pvt Ltd.,202203,,,,,,,,,,,0.31,1.50,,2.35,,,,,,,,,,,,,,,,,,,,,,,
16463,213355,JCBL Ltd.,202403,3.55,,,,,,,,,1.58,,0.77,,0.45,,,,,,,,,,,,,,,,,,,,,,,
16464,213355,JCBL Ltd.,202303,0.13,,,,,,,,,1.77,,0.75,,0.72,,,,,,,,,,,,,,,,,,,,,,,
16465,213355,JCBL Ltd.,202203,0.42,,,,,,,,0.00,1.90,,0.72,,0.67,,,,,,,,,,,,,,,,,,,,,,,
16466,288046,JCBL Marrel Tippers Pvt Ltd.,202403,,,,,,,,,,,0.99,0.63,,0.15,,,,,,,,,,,,,,,,,,,,,,,
16467,288046,JCBL Marrel Tippers Pvt Ltd.,202303,,,,,,,,,,,0.32,0.39,,0.15,,,,,,,,,,,,,,,,,,,,,,,
16468,288046,JCBL Marrel Tippers Pvt Ltd.,202203,,,,,,,,,,,0.12,0.27,,0.31,,,,,,,,,,,,,,,,,,,,,,,
16469,254742,JCK Infra Projects Ltd.,202303,,,,,,,,,,,,0.24,,,,,,,,,,,,,,,,,,,,,,,,,
16470,254742,JCK Infra Projects Ltd.,202203,,,,,,,,,,,,0.24,,,,,,,,,,,,,,,,,,,,,,,,,
16471,241874,JCK Infrastructure Development Ltd.,202403,,,,0.02,,,,,,,0.01,1.12,,,,,,,,,,,,,,,,,,,,,,,,,
16472,241874,JCK Infrastructure Development Ltd.,202303,,,,,,,,,,,,1.11,,,,,,,,,,,,,,,,,,,,,,,,,
16473,241874,JCK Infrastructure Development Ltd.,202203,,,,,,,,,,,,1.09,,,,,,,,,,,,,,,,,,,,,,,,,
16474,269819,JCO Gas Pipe Ltd.,202403,0.00,,,0.00,,,,,0.00,0.00,0.00,0.45,,,,,,,,,,,,,,,,,,,,,,,,,
16475,100223,JCT Ltd.,202303,,,,,,,,,,,,4.76,,,,,,,,,,,,,,,,,,,,,,,,,
16476,100223,JCT Ltd.,202203,,,,,,,,,,,,6.74,,,,,,,,,,,,,,,,,,,,,,,,,
16477,302920,JDFS Education Pvt Ltd.,202303,,,,,,,,,0.93,,,0.64,,,,,,,,,,,,,,,,,,,,,,,,,
16478,302920,JDFS Education Pvt Ltd.,202203,4.32,,,,,,,,0.35,,,0.72,,0.02,,,,,,,,,,,,,,,,,,,,,,,
16479,224476,Jeans Knit Pvt Ltd.,202303,249.63,,,0.99,,,,,,17.72,,0.92,,7.30,,,,,,,,,,,,,,,,,,,,,,,
16480,224476,Jeans Knit Pvt Ltd.,202203,219.99,,,1.41,,,,,,22.41,,0.93,,5.72,,,,,,,,,,,,,,,,,,,,,,,
16481,244147,Jeco Exports & Finance Ltd.,202203,,,,,,,,,0.07,,,0.01,,0.01,,,,,,,,,,,,,,,,,,,,,,,
16482,216041,Jeena And Company Private Limited,202403,,,,0.23,,,,,2.62,,,0.19,,0.57,,,,,,,,,,,,,,,,,,,,,,,
16483,216041,Jeena And Company Private Limited,202303,,,,0.23,,,,,1.86,,,0.17,,1.22,,,,,,,,,,,,,,,,,,,,,,,
16484,216041,Jeena And Company Private Limited,202203,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
16485,303723,Jeena Sikho Lifecare Ltd.,202403,4.42,,,,,,,,0.42,,,4.20,,0.15,,,,,,,,,,,,,,,,,,,,,,,
16486,303723,Jeena Sikho Lifecare Ltd.,202303,5.34,,,,,,,,,,,4.35,,0.30,,,,,,,,,,,,,,,,,,,,,,,
16487,303723,Jeena Sikho Lifecare Ltd.,202203,5.92,,,,,,,,,,,3.72,,0.61,,,,,,,,,,,,,,,,,,,,,,,
16488,113012,Jeet Machine Tools Ltd.,202403,,,,,,,,,,,,0.02,,,,,,,,,,,,,,,,,,,,,,,,,
16489,113012,Jeet Machine Tools Ltd.,202303,,,,,,,,,,,,0.02,,,,,,,,,,,,,,,,,,,,,,,,,
16490,113012,Jeet Machine Tools Ltd.,202203,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
16491,200270,Jeevan Scientific Technology Ltd.,202403,,,,,,,,,,,,2.34,,,,,,,,,,,,,,,,,,,,,,,,,
16492,200270,Jeevan Scientific Technology Ltd.,202303,,,,,,,,,,,,2.63,,0.08,0.67,,,,,,,,,,,,,,,,,,,,,,
16493,200270,Jeevan Scientific Technology Ltd.,202203,,,,,,,,,,,,3.26,,0.22,0.29,,,,,,,,,,,,,,,,,,,,,,
16494,251990,Jeevanlakshmi Packaging Solutions Pvt Ltd.,202203,5.31,,,,,,,,,1.24,,0.45,,0.61,,,,,,,,,,,,,,,,,,,,,,,
16495,223712,Jeevansathi Internet Services Pvt Ltd.,202203,,,,,,,,,,,,,,0.01,,,,,,,,,,,,,,,,,,,,,,,
16496,210350,Jeewan Mala Hospital Pvt Ltd.,202403,,,,,,,,,0.04,,,1.08,,22.69,,,,,,,,,,,,,,,,,,,,,,,
16497,210350,Jeewan Mala Hospital Pvt Ltd.,202303,,,,0.01,,,,,,,,0.79,,7.54,,,,,,,,,,,,,,,,,,,,,,,
16498,210350,Jeewan Mala Hospital Pvt Ltd.,202203,,,,,,,,,,,,0.72,,3.21,,,,,,,,,,,,,,,,,,,,,,,
16499,244149,Jekson Hydraulic Ltd.,202303,,,,,,,,,0.18,,,0.19,,0.28,,,,,,,,,,,,,,,,,,,,,,,
16500,244149,Jekson Hydraulic Ltd.,202203,,,,,,,,,0.18,,,0.16,,0.21,,,,,,,,,,,,,,,,,,,,,,,
16501,235967,Jell Pharmaceuticals Pvt Ltd.,202403,0.00,,,0.00,,,,,0.00,1.91,0.10,5.55,,,,,,,,,,,,,,,,,,,,,,,,,
16502,235967,Jell Pharmaceuticals Pvt Ltd.,202203,0.00,,,0.00,,,,,0.00,0.03,0.08,4.32,,,,,,,,,,,,,,,,,,,,,,,,,
16503,224494,Jemby Chem Ltd.,202403,,,,,,,,,,,,1.57,,,,,,,,,,,,,,,,,,,,,,,,,
16504,224494,Jemby Chem Ltd.,202303,,,,,,,,,,,,1.40,,,,,,,,,,,,,,,,,,,,,,,,,
16505,224494,Jemby Chem Ltd.,202203,,,,0.02,,,,,,0.64,,2.41,,,,,,,,,,,,,,,,,,,,,,,,,
16506,124731,Jenburkt Pharmaceuticals Ltd.,202403,,,,,,,,,,,,3.41,,0.55,,,,,,,,,,,,,,,,,,,,,,,
16507,124731,Jenburkt Pharmaceuticals Ltd.,202303,,,,,,,,,,,,3.36,,0.54,,,,,,,,,,,,,,,,,,,,,,,
16508,124731,Jenburkt Pharmaceuticals Ltd.,202203,,,,,,,,,,,,2.92,,0.53,,,,,,,,,,,,,,,,,,,,,,,
16509,235679,Jenil Steel Pvt Ltd.,202403,,,,,,,,,0.00,0.00,0.01,6.00,,,,,,,,,,,,,,,,,,,,,,,,,
16510,235679,Jenil Steel Pvt Ltd.,202303,,,,,,,,,,0.34,0.32,3.60,,0.96,,,,,,,,,,,,,,,,,,,,,,,
16511,235679,Jenil Steel Pvt Ltd.,202203,,,,,,,,,,,0.99,3.74,,1.02,,,,,,,,,,,,,,,,,,,,,,,
16512,213368,Jesons Industries Ltd.,202403,40.08,,,,,,,,,21.60,0.09,6.27,,31.04,,,,,,,,,,,,,,,,,,,,,,,
16513,213368,Jesons Industries Ltd.,202303,20.16,,,,,,,,,0.38,0.05,6.21,,51.68,,,,,,,,,,,,,,,,,,,,,,,
16514,213368,Jesons Industries Ltd.,202203,26.79,,,,,,,,0.07,27.61,,6.17,,13.17,,,,,,,,,,,,,,,,,,,,,,,
16515,224497,Jet Fibre India Pvt Ltd.,202403,0.28,,,,,,,,0.07,0.42,0.05,2.01,,0.51,,,,,,,,,,,,,,,,,,,,,,,
16516,224497,Jet Fibre India Pvt Ltd.,202303,0.55,,,,,,,,0.07,0.52,,1.91,,0.59,,,,,,,,,,,,,,,,,,,,,,,
16517,224497,Jet Fibre India Pvt Ltd.,202203,0.89,,,,,,,,0.05,1.16,,2.27,,,,,,,,,,,,,,,,,,,,,,,,,
16518,283812,Jet Freight Logistics Ltd.,202403,,,,0.09,,,,,0.03,,,2.88,,0.14,,,,,,,,,,,,,,,,,,,,,,,
16519,283812,Jet Freight Logistics Ltd.,202303,,,,0.19,,,,,0.03,,,2.72,,1.82,,,,,,,,,,,,,,,,,,,,,,,
16520,283812,Jet Freight Logistics Ltd.,202203,,,,0.13,,,,,0.04,,,2.65,,2.56,,,,,,,,,,,,,,,,,,,,,,,
16521,283125,Jet Knitwears Ltd.,202403,0.59,,,,,,,,,0.06,0.02,0.64,,0.47,,,,,,,,,,,,,,,,,,,,,,,
16522,283125,Jet Knitwears Ltd.,202303,0.87,,,,,,,,,0.06,0.03,0.68,,1.05,,,,,,,,,,,,,,,,,,,,,,,
16523,283125,Jet Knitwears Ltd.,202203,0.67,,,,,,,,,0.13,0.03,0.88,,1.26,,,,,,,,,,,,,,,,,,,,,,,
16524,271438,Jet Solar Ltd.,202403,,,,,,,,,,,,0.27,,,,,,,,,,,,,,,,,,,,,,,,,
16525,271438,Jet Solar Ltd.,202303,,,,,,,,,,,,0.43,,,,,,,,,,,,,,,,,,,,,,,,,
16526,271438,Jet Solar Ltd.,202203,,,,,,,,,,,,0.39,,,,,,,,,,,,,,,,,,,,,,,,,
16527,117063,Jetking Infotrain Ltd.,202403,,,,0.01,,,,,,,,1.86,,,,,,,,,,,,,,,,,,,,,,,,,
16528,117063,Jetking Infotrain Ltd.,202303,,,,0.04,,,,,,,,1.34,,,,,,,,,,,,,,,,,,,,,,,,,
16529,117063,Jetking Infotrain Ltd.,202203,,,,0.00,,,,,,,,1.17,,0.31,,,,,,,,,,,,,,,,,,,,,,,
16530,301276,Jetmall Spices and Masala Ltd.,202403,0.39,,,,,,,,,0.00,,0.14,,,,,,,,,,,,,,,,,,,,,,,,,
16531,301276,Jetmall Spices and Masala Ltd.,202303,0.07,,,,,,,,,0.02,,0.07,,,,,,,,,,,,,,,,,,,,,,,,,
16532,301276,Jetmall Spices and Masala Ltd.,202203,,,,,,,,,,0.01,,0.00,,,,,,,,,,,,,,,,,,,,,,,,,
16533,293596,JetSetGo Aviation Services Pvt Ltd.,202403,0.26,,,,,,,,,,,0.79,,113.66,,,,,,,,,,,,,,,,,,,,,,,
16534,293596,JetSetGo Aviation Services Pvt Ltd.,202303,0.69,,,,,,,,,,,1.94,,,,,,,,,,,,,,,,,,,,,,,,,
16535,293596,JetSetGo Aviation Services Pvt Ltd.,202203,0.33,,,,,,,,,,,0.83,,50.66,,,,,,,,,,,,,,,,,,,,,,,
16536,295216,Jewel Classic Hotels Pvt Ltd.,202403,0.89,,,,,,,,,,,1.32,,0.18,,,,,,,,,,,,,,,,,,,,,,,
16537,295216,Jewel Classic Hotels Pvt Ltd.,202303,,,,,,,,,,,,1.32,,,,,,,,,,,,,,,,,,,,,,,,,
16538,295216,Jewel Classic Hotels Pvt Ltd.,202203,0.64,,,,,,,,,,,1.05,,,,,,,,,,,,,,,,,,,,,,,,,
16539,224502,Jewel Consumer Care Pvt Ltd.,202403,2.34,,,,,,,,0.17,,0.66,4.44,,8.88,,,,,,,,,,,,,,,,,,,,,,,
16540,224502,Jewel Consumer Care Pvt Ltd.,202303,2.74,,,0.07,,,,,0.27,,0.78,4.71,,8.08,,,,,,,,,,,,,,,,,,,,,,,
16541,224502,Jewel Consumer Care Pvt Ltd.,202203,1.63,,,,,,,,0.41,,0.25,7.43,,1.80,,,,,,,,,,,,,,,,,,,,,,,
16542,314903,Jeyyam Global Foods Ltd.,202403,,,,,,,,,,,,,,5.39,,,,,,,,,,,,,,,,,,,,,,,
16543,314903,Jeyyam Global Foods Ltd.,202303,,,,,,,,,,,,0.63,,,,,,,,,,,,,,,,,,,,,,,,,
16544,314903,Jeyyam Global Foods Ltd.,202203,,,,,,,,,,,,0.70,,,,,,,,,,,,,,,,,,,,,,,,,
16545,277606,JFE Steel India Pvt Ltd.,202303,0.22,,,,,,,,0.00,,,0.07,,0.04,,,,,,,,,,,,,,,,,,,,,,,
16546,277606,JFE Steel India Pvt Ltd.,202203,,,,,,,,,,,,6.98,,22.46,,,,,,,,,,,,,,,,,,,,,,,
16547,291446,JFK International Ltd.,202403,,,,,,,,,,5.48,,0.07,,0.54,,,,,,,,,,,,,,,,,,,,,,,
16548,291446,JFK International Ltd.,202303,,,,,,,,,,7.11,,,,0.41,,,,,,,,,,,,,,,,,,,,,,,
16549,291446,JFK International Ltd.,202203,,,,,,,,,,8.08,,,,0.36,,,,,,,,,,,,,,,,,,,,,,,
16550,305901,JFL Life Sciences Ltd.,202203,,,,,,,,,,,,0.26,,0.03,,,,,,,,,,,,,,,,,,,,,,,
16551,269816,JG Chemicals Ltd.,202403,2.03,,,1.20,,,,,0.02,4.94,,9.71,,1.66,,,,,,,,,,,,,,,,,,,,,,,
16552,269816,JG Chemicals Ltd.,202203,0.58,,,1.51,,,,,,9.60,0.02,2.93,,0.25,,,,,,,,,,,,,,,,,,,,,,,
16553,254700,Jhabua Power Ltd.,202303,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
16554,254700,Jhabua Power Ltd.,202203,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
16555,267394,Jhajjar Power Ltd.,202403,,,,,,,,,,,3.15,2.91,,16.92,280.00,,,,,,,,,,,,,,,,,,,,,,
16556,267394,Jhajjar Power Ltd.,202303,,,,,,,,,,,0.10,1.58,,15.04,,,,,,,,,,,,,,,,,,,,,,,
16557,267394,Jhajjar Power Ltd.,202203,,,,,,,,,,,,0.70,,17.29,,,,,,,,,,,,,,,,,,,,,,,
16558,287784,Jhandewalas Foods Ltd.,202403,1.95,,,,,,,,,1.18,,0.12,,0.09,,,,,,,,,,,,,,,,,,,,,,,
16559,287784,Jhandewalas Foods Ltd.,202303,3.01,,,,,,,,,1.96,,0.12,,0.06,,,,,,,,,,,,,,,,,,,,,,,
16560,287784,Jhandewalas Foods Ltd.,202203,19.51,,,,,,,,,4.61,,0.12,,,,,,,,,,,,,,,,,,,,,,,,,
16561,271888,Jhar Mineral Resources Pvt Ltd.,202203,,,,,,,,,,,0.03,,,0.35,,,,,,,,,,,,,,,,,,,,,,,
16562,131550,Jhaveri Credits & Capital Ltd.,202403,3.57,,,0.36,,,,,0.05,,,0.06,,,,,,,,,,,,,,,,,,,,,,,,,
16563,131550,Jhaveri Credits & Capital Ltd.,202303,0.08,,,0.32,,,,,0.01,,0.00,0.03,,,,,,,,,,,,,,,,,,,,,,,,,
16564,131550,Jhaveri Credits & Capital Ltd.,202203,,,,0.20,,,,,0.39,,,0.01,,0.14,,,,,,,,,,,,,,,,,,,,,,,
16565,224662,JHS Svendgaard Brands Ltd.,202203,0.13,,,,,,,,,1.51,0.33,0.41,,0.03,,,,,,,,,,,,,,,,,,,,,,,
16566,132771,JHS Svendgaard Laboratories Ltd.,202403,0.25,,,0.45,,,,,,,0.30,1.96,,0.96,,,,,,,,,,,,,,,,,,,,,,,
16567,132771,JHS Svendgaard Laboratories Ltd.,202303,1.08,,,2.10,,,,,,0.02,,3.04,,,,,,,,,,,,,,,,,,,,,,,,,
16568,132771,JHS Svendgaard Laboratories Ltd.,202203,1.52,,,0.33,,,,,,0.13,,3.96,,,,,,,,,,,,,,,,,,,,,,,,,
16569,311992,JHS Svendgaard Retail Ventures Ltd.,202403,,,,,,,,,,,,0.05,,,,,,,,,,,,,,,,,,,,,,,,,
16570,291447,Jhunjhunwala Cotspin Pvt Ltd.,202303,,,,,,,,,,,,0.06,,,,,,,,,,,,,,,,,,,,,,,,,
16571,291447,Jhunjhunwala Cotspin Pvt Ltd.,202203,,,,,,,,,,,0.07,0.09,,,,,,,,,,,,,,,,,,,,,,,,,
16572,287090,JICS Logistic Ltd.,202403,0.29,,,2.01,,,,,,,,,,2.25,,,,,,,,,,,,,,,,,,,,,,,
16573,287090,JICS Logistic Ltd.,202303,0.26,,,2.10,,,,,,,,,,2.54,,,,,,,,,,,,,,,,,,,,,,,
16574,287090,JICS Logistic Ltd.,202203,,,,2.32,,,,,,1.85,,,,0.58,,,,,,,,,,,,,,,,,,,,,,,
16575,286408,Jigar Cables Ltd.,202403,32.69,,,0.08,,,,,0.01,27.14,,0.17,,0.43,,,,,,,,,,,,,,,,,,,,,,,
16576,286408,Jigar Cables Ltd.,202303,17.54,,,0.04,,,,,0.02,16.03,,0.14,,0.18,,,,,,,,,,,,,,,,,,,,,,,
16577,286408,Jigar Cables Ltd.,202203,9.62,,,0.26,,,,,0.06,5.99,,0.13,,0.12,,,,,,,,,,,,,,,,,,,,,,,
16578,111618,JIK Industries Ltd.,202403,,,,,,,,,,,0.06,0.13,,,,,,,,,,,,,,,,,,,,,,,,,
16579,111618,JIK Industries Ltd.,202303,,,,,,,,,,,,0.07,,,,,,,,,,,,,,,,,,,,,,,,,
16580,111618,JIK Industries Ltd.,202203,,,,,,,,,,,,0.07,,,,,,,,,,,,,,,,,,,,,,,,,
16581,237825,JIL Information Technology Ltd.,202403,27.59,,,,,,,,0.92,,,1.67,,4.02,,,,,,,,,,,,,,,,,,,,,,,
16582,237825,JIL Information Technology Ltd.,202303,23.61,,,,,,,,0.66,,,2.03,,3.18,,,,,,,,,,,,,,,,,,,,,,,
16583,237825,JIL Information Technology Ltd.,202203,17244.97,,,,,,,,,,,,,21398.01,,,,,,,,,,,,,,,,,,,,,,,
16584,290207,Jin Tech Automotive India Pvt Ltd.,202403,2.48,,,,,,,,0.31,,,0.61,,1.11,,,,,,,,,,,,,,,,,,,,,,,
16585,290207,Jin Tech Automotive India Pvt Ltd.,202303,,,,,,,,,,0.09,,1.32,,0.18,,,,,,,,,,,,,,,,,,,,,,,
16586,290207,Jin Tech Automotive India Pvt Ltd.,202203,,,,,,,,,,,,2.22,,1.19,,,,,,,,,,,,,,,,,,,,,,,
16587,269820,Jina Special Steel Works Pvt Ltd.,202403,,,,,,,,,,,,0.36,,0.70,,,,,,,,,,,,,,,,,,,,,,,
16588,269820,Jina Special Steel Works Pvt Ltd.,202303,,,,,,,,,,0.00,,0.36,,0.17,,,,,,,,,,,,,,,,,,,,,,,
16589,269820,Jina Special Steel Works Pvt Ltd.,202203,,,,,,,,,0.26,0.00,,0.36,,0.15,,,,,,,,,,,,,,,,,,,,,,,
16590,269821,Jinabakul Forge Pvt Ltd.,202403,1.44,,,,,,,,,0.33,,0.36,,3.97,,,,,,,,,,,,,,,,,,,,,,,
16591,269821,Jinabakul Forge Pvt Ltd.,202303,0.94,,,,,,,,,0.34,,0.30,,5.27,,,,,,,,,,,,,,,,,,,,,,,
16592,269821,Jinabakul Forge Pvt Ltd.,202203,1.50,,,,,,,,,0.15,,0.30,,5.37,,,,,,,,,,,,,,,,,,,,,,,
16593,211786,Jindal Aluminium Limited,202203,,,,5.98,,,,,0.00,0.00,4.77,15.94,,,,,,,,,,,,,,,,,,,,,,,,,
16594,130405,Jindal Capital Ltd.,202403,,,,,,,,,,,,0.13,,0.02,,,,,,,,,,,,,,,,,,,,,,,
16595,130405,Jindal Capital Ltd.,202303,,,,,,,,,,,,0.12,,0.02,,,,,,,,,,,,,,,,,,,,,,,
16596,130405,Jindal Capital Ltd.,202203,,,,,,,,,,,,0.03,,0.06,,,,,,,,,,,,,,,,,,,,,,,
16597,293984,Jindal Coke Ltd.,202403,339.91,,,,,,,,,50.42,,1.37,,17.44,,,,,,,,,,,,,,,,,,,,,,,
16598,293984,Jindal Coke Ltd.,202303,335.92,,,,,,,,,65.26,,1.70,,19.32,,,,,,,,,,,,,,,,,,,,,,,
16599,293984,Jindal Coke Ltd.,202203,202.96,,,,,,,,,55.45,,,,13.10,,,,,,,,,,,,,,,,,,,,,,,
16600,208494,Jindal Cotex Ltd.,202303,,,,,,,,,,,,0.13,,0.01,,,,,,,,,,,,,,,,,,,,,,,
16601,208494,Jindal Cotex Ltd.,202203,0.01,,,,,,,,,1.59,,0.14,,,,,,,,,,,,,,,,,,,,,,,,,
16602,111034,Jindal Drilling & Industries Ltd.,202403,0.04,,,13.74,,,,,,0.05,,5.84,,119.07,,,,,,,,,,,,,,,,,,,,,,,
16603,111034,Jindal Drilling & Industries Ltd.,202303,0.54,,,8.07,,,,,,0.05,,5.14,,124.25,,,,,,,,,,,,,,,,,,,,,,,
16604,111034,Jindal Drilling & Industries Ltd.,202203,5.63,,,5.30,,,,,,2.81,2.09,4.90,,66.02,,,,,,,,,,,,,,,,,,,,,,,
16605,271439,Jindal Fibres Pvt Ltd.,202403,,,,,,,,,,2.30,0.20,0.24,,0.19,,,,,,,,,,,,,,,,,,,,,,,
16606,271439,Jindal Fibres Pvt Ltd.,202303,,,,,,,,,,3.21,0.50,0.19,,0.11,,,,,,,,,,,,,,,,,,,,,,,
16607,271439,Jindal Fibres Pvt Ltd.,202203,,,,,,,,,,2.91,0.61,0.12,,0.05,,,,,,,,,,,,,,,,,,,,,,,
16608,268504,Jindal Fittings Ltd.,202303,18.53,,,,,,,,17.93,5.06,2.47,,,9.15,,,,,,,,,,,,,,,,,,,,,,,
16609,268504,Jindal Fittings Ltd.,202203,8.51,,,,,,,,23.29,2.97,4.77,,,20.94,,,,,,,,,,,,,,,,,,,,,,,
16610,107981,Jindal Hotels Ltd.,202403,0.08,,,,,,,,,0.01,0.51,0.61,,0.45,,,,,,,,,,,,,,,,,,,,,,,
16611,107981,Jindal Hotels Ltd.,202303,0.06,,,,,,,,,0.04,0.21,1.19,,0.02,,,,,,,,,,,,,,,,,,,,,,,
16612,107981,Jindal Hotels Ltd.,202203,0.03,,,,,,,,,0.03,0.17,1.00,,0.15,,,,,,,,,,,,,,,,,,,,,,,
16613,254908,Jindal India Powertech Ltd.,202203,0.96,,,,,,,,0.40,,,,,0.30,,,,,,,,,,,,,,,,,,,,,,,
16614,208495,Jindal Industries Pvt Ltd.,202403,,,,,,,,,,,,2.09,,,,,,,,,,,,,,,,,,,,,,,,,
16615,208495,Jindal Industries Pvt Ltd.,202303,,,,,,,,,,,0.01,1.66,,,,,,,,,,,,,,,,,,,,,,,,,
16616,208495,Jindal Industries Pvt Ltd.,202203,32.68,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
16617,251991,Jindal Intellicom Ltd.,202403,24.41,,,,,,,,0.05,0.68,0.15,3.36,,2.75,,,,,,,,,,,,,,,,,,,,,,,
16618,251991,Jindal Intellicom Ltd.,202303,14.63,,,,,,,,0.05,0.69,,2.24,,2.71,,,,,,,,,,,,,,,,,,,,,,,
16619,251991,Jindal Intellicom Ltd.,202203,6.60,,,,,,,,0.05,0.34,,2.36,,2.38,,,,,,,,,,,,,,,,,,,,,,,
16620,235530,Jindal ITF Ltd.,202403,,,,49.51,,,,,,4.42,146.71,1.81,,0.22,,,,,,,,,,,,,,,,,,,,,,,
16621,235530,Jindal ITF Ltd.,202303,4.11,,,64.27,,,,,0.36,0.06,163.59,1.56,,0.02,,,,,,,,,,,,,,,,,,,,,,,
16622,235530,Jindal ITF Ltd.,202203,2.21,,,66.29,,,,,,0.03,151.74,1.59,,0.01,,,,,,,,,,,,,,,,,,,,,,,
16623,245366,Jindal Leasefin Ltd.,202403,,,,,,,,,,,,0.01,,0.05,,,,,,,,,,,,,,,,,,,,,,,
16624,245366,Jindal Leasefin Ltd.,202303,,,,,,,,,,,,0.02,,0.03,,,,,,,,,,,,,,,,,,,,,,,
16625,245366,Jindal Leasefin Ltd.,202203,,,,,,,,,,,,0.01,,0.00,,,,,,,,,,,,,,,,,,,,,,,
16626,239321,Jindal Metal Tubes India Pvt Ltd.,202303,,,,,,,,,,,,0.27,,0.32,,,,,,,,,,,,,,,,,,,,,,,
16627,239321,Jindal Metal Tubes India Pvt Ltd.,202203,,,,,,,,,,,0.28,0.23,,0.42,,,,,,,,,,,,,,,,,,,,,,,
16628,224980,Jindal Metals & Alloys Ltd.,202403,8.49,,,0.16,,,,,11.91,207.03,,,,0.37,,,,,,,,,,,,,,,,,,,,,,,
16629,224980,Jindal Metals & Alloys Ltd.,202303,16.29,,,,,,,,14.37,284.72,,,,0.53,,,,,,,,,,,,,,,,,,,,,,,
16630,224980,Jindal Metals & Alloys Ltd.,202203,34.04,,,0.72,,,,,,276.38,,,,0.39,,,,,,,,,,,,,,,,,,,,,,,
16631,132624,Jindal Photo Ltd.,202403,,,,,,,,,0.00,,,0.16,,0.02,,,,,,,,,,,,,,,,,,,,,,,
