Sr.No.,Accord Code,Company Name,RPTS_Year End,RPTS_Sales,RPTS_Rent Income,RPTS_Dividend Income,RPTS_Interest Income,RPTS_Forex Gain,RPTS_Discount Income,RPTS_Commission Income,RPTS_Claims Received,RPTS_Other Income,RPTS_Purchases,RPTS_Interest Expenses,RPTS_Director Remuneration,RPTS_Rent Expense,RPTS_Expenses,RPTS_Dividend Expense,RPTS_Discount Expense,RPTS_Commission Expense,RPTS_Claims Paid,RPTS_Expenses Recovered,RPTS_Profit on Sale of Assets,RPTS_Profit on Sale of Investments,RPTS_Provision Written Back,RPTS_Reimbursement Income,RPTS_Sale of Assets,RPTS_Sale of Investments,RPTS_Other Non Operating income,RPTS_Diminution on Investments,RPTS_Donations,RPTS_Forex Loss,RPTS_Loss on Sale of Assets,RPTS_Loss on Sale of Investments,RPTS_Provision for Doubtful Debts & Advances,RPTS_Purchase of Assets,RPTS_Purchase of Investments,RPTS_Provision Write offs,RPTS_Reimbursement Expense,RPTS_Other Non Operating Expenses
190,124348,Aarti Drugs Ltd.,202403,63.11,,0.25,,,,,,,12.15,,12.04,,1.80,,,,,,,,,,,,,,,,,,,,,,,
191,124348,Aarti Drugs Ltd.,202303,55.59,,0.19,,,,,,,16.78,,12.73,,1.64,,,,,,,,,,,,,,,,,,,,,,,
192,124348,Aarti Drugs Ltd.,202203,46.31,,0.94,,,,,,,23.78,,14.04,,3.31,,,,,,,,,,,,,,,,,,,,,,,
193,124208,Aarti Industries Ltd.,202403,634.38,,,8.86,,,,,,160.29,,11.16,,16.50,,,,,,,,,,,,,,,,,,,,,,,
194,124208,Aarti Industries Ltd.,202303,969.31,,,0.97,,,,,,267.79,,28.59,,8.26,,,,,,,,,,,,,,,,,,,,,,,
195,124208,Aarti Industries Ltd.,202203,559.38,,2.48,0.62,,,,,,58.65,,55.04,,6.54,,,,,,,,,,,,,,,,,,,,,,,
196,207658,Aarti International Ltd.,202403,,,,,,,,,0.24,,,11.93,,5.26,,,,,,,,,,,,,,,,,,,,,,,
197,207658,Aarti International Ltd.,202303,3.73,,,,,,,,0.35,0.03,2.73,10.48,,0.67,,,,,,,,,,,,,,,,,,,,,,,
198,207658,Aarti International Ltd.,202203,,,,,,,,,,2.07,,2.29,,0.84,,,,,,,,,,,,,,,,,,,,,,,
199,308020,Aarti Pharmalabs Ltd.,202403,86.97,,,0.53,,,,,,125.28,,11.15,,0.28,,,,,,,,,,,,,,,,,,,,,,,
200,308020,Aarti Pharmalabs Ltd.,202303,101.82,,,0.51,,,,,,136.25,,8.75,,0.35,,,,,,,,,,,,,,,,,,,,,,,
201,207659,Aarti Steels Ltd.,202203,0.02,,,,,,,,,0.69,,4.31,,1.06,,,,,,,,,,,,,,,,,,,,,,,
202,299121,Aarti Surfactants Ltd.,202403,,,,0.00,,,,,,,,2.74,,0.21,,,,,,,,,,,,,,,,,,,,,,,
203,299121,Aarti Surfactants Ltd.,202303,,,,0.17,,,,,,,,1.53,,0.10,,,,,,,,,,,,,,,,,,,,,,,
204,299121,Aarti Surfactants Ltd.,202203,,,,,,,,,,,,1.35,,0.12,,,,,,,,,,,,,,,,,,,,,,,
205,114274,Aarvee Denims & Exports Ltd.,202403,6.16,,,,,,,,,,5.98,1.46,,0.06,,,,,,,,,,,,,,,,,,,,,,,
206,114274,Aarvee Denims & Exports Ltd.,202303,16.38,,,,,,,,,,8.95,1.27,,2.79,,,,,,,,,,,,,,,,,,,,,,,
207,114274,Aarvee Denims & Exports Ltd.,202203,19.33,,,,,,,,,,9.27,1.25,,3.00,,,,,,,,,,,,,,,,,,,,,,,
208,207660,Aarvi Encon Ltd.,202403,,,,0.39,,,,,,,,3.52,,0.91,2.55,,,,,,,,,,,,,,,,,,,,,,
209,207660,Aarvi Encon Ltd.,202303,,,,0.30,,,,,,,,3.49,,0.56,1.63,,,,,,,,,,,,,,,,,,,,,,
210,207660,Aarvi Encon Ltd.,202203,,,,0.05,,,,,,,,3.43,,0.48,2.17,,,,,,,,,,,,,,,,,,,,,,
211,252736,Aarvi Marketing Pvt Ltd.,202403,,,,,,,,,,1.29,0.38,0.39,,0.05,,,,,,,,,,,,,,,,,,,,,,,
212,252736,Aarvi Marketing Pvt Ltd.,202303,3.49,,,,,,,,,1.24,1.07,0.94,,0.06,,,,,,,,,,,,,,,,,,,,,,,
213,252736,Aarvi Marketing Pvt Ltd.,202203,6.85,,,,,,,,,0.96,0.66,1.17,,0.09,,,,,,,,,,,,,,,,,,,,,,,
214,254836,Aashirwad Malls Pvt Ltd.,202203,,,,,,,,,,,0.02,0.01,,,,,,,,,,,,,,,,,,,,,,,,,
215,302649,Aashka Hospitals Ltd.,202403,,,,1.72,,,,,,,,,,0.16,,,,,,,,,,,,,,,,,,,,,,,
216,302649,Aashka Hospitals Ltd.,202303,,,,,,,,,,,,0.07,,,,,,,,,,,,,,,,,,,,,,,,,
217,302649,Aashka Hospitals Ltd.,202203,,,,,,,,,,,,1.32,,,,,,,,,,,,,,,,,,,,,,,,,
218,287833,Aashman Energy Pvt Ltd.,202403,,,,1.10,,,,,,,24.09,,,0.32,,,,,,,,,,,,,,,,,,,,,,,
219,287833,Aashman Energy Pvt Ltd.,202303,0.25,,,0.24,,,,,,,18.74,,,0.03,,,,,,,,,,,,,,,,,,,,,,,
220,287833,Aashman Energy Pvt Ltd.,202203,0.15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
221,244128,Aashrit Capital Ltd.,202303,,,,,,,,,0.20,,1.42,0.54,,0.11,,,,,,,,,,,,,,,,,,,,,,,
222,111764,Aastamangalam Finance Ltd.,202403,,,,,,,,,,,,0.02,,,,,,,,,,,,,,,,,,,,,,,,,
223,111764,Aastamangalam Finance Ltd.,202303,,,,,,,,,,,,0.03,,,,,,,,,,,,,,,,,,,,,,,,,
224,111764,Aastamangalam Finance Ltd.,202203,,,,,,,,,,,,0.05,,,,,,,,,,,,,,,,,,,,,,,,,
225,309790,Aastha Fashions Pvt Ltd.,202403,0.04,,,0.01,,,,,,0.32,0.10,1.68,,,,,,,,,,,,,,,,,,,,,,,,,
226,309790,Aastha Fashions Pvt Ltd.,202303,0.02,,,,,,,,,,0.10,1.93,,0.90,,,,,,,,,,,,,,,,,,,,,,,
227,309790,Aastha Fashions Pvt Ltd.,202203,,,,,,,,,,,0.30,1.55,,,,,,,,,,,,,,,,,,,,,,,,,
228,309629,Aatmaj Healthcare Ltd.,202403,,,,,,,,,,6.20,,0.75,,0.30,,,,,,,,,,,,,,,,,,,,,,,
229,309629,Aatmaj Healthcare Ltd.,202303,,,,,,,,,,0.80,,,,0.27,,,,,,,,,,,,,,,,,,,,,,,
230,309629,Aatmaj Healthcare Ltd.,202203,0.05,,,,,,,,,0.00,,,,1.00,,,,,,,,,,,,,,,,,,,,,,,
231,267615,Aavas Financiers Ltd.,202403,,,,0.02,,,,,0.02,0.06,,17.38,,7.34,,,,,,,,,,,,,,,,,,,,,,,
232,267615,Aavas Financiers Ltd.,202303,,,,0.36,,,,,1.31,,0.00,9.25,,5.68,,,,,,,,,,,,,,,,,,,,,,,
233,267615,Aavas Financiers Ltd.,202203,,,,,,,,,,,,6.98,,4.49,,,,,,,,,,,,,,,,,,,,,,,
234,286967,Aayush Art And Bullion Ltd.,202403,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
235,286967,Aayush Art And Bullion Ltd.,202303,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
236,286967,Aayush Art And Bullion Ltd.,202203,,,,,,,,,,,,0.09,,,,,,,,,,,,,,,,,,,,,,,,,
237,236023,Aayush Wellness Ltd.,202403,,,,,,,,,,,,0.03,,,,,,,,,,,,,,,,,,,,,,,,,
238,236023,Aayush Wellness Ltd.,202303,,,,,,,,,,,,0.21,,,,,,,,,,,,,,,,,,,,,,,,,
239,236023,Aayush Wellness Ltd.,202203,,,,,,,,,,,,0.22,,,,,,,,,,,,,,,,,,,,,,,,,
240,269731,Ab Auto Brakes Pvt Ltd.,202303,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
241,269731,Ab Auto Brakes Pvt Ltd.,202203,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
242,302435,AB Cotspin India Ltd.,202403,26.65,,,0.24,,,,,3.55,2.67,0.02,0.74,,0.27,,,,,,,,,,,,,,,,,,,,,,,
243,302435,AB Cotspin India Ltd.,202303,1.44,,,0.04,,,,,,,,500.34,,0.26,,,,,,,,,,,,,,,,,,,,,,,
244,302435,AB Cotspin India Ltd.,202203,,,,,,,,,,,0.13,0.43,,0.20,,,,,,,,,,,,,,,,,,,,,,,
245,290609,AB Emultech Pvt Ltd.,202303,0.19,,,,,,,,,,,0.31,,,,,,,,,,,,,,,,,,,,,,,,,
246,290609,AB Emultech Pvt Ltd.,202203,0.10,,,,,,,,,,,0.28,,,,,,,,,,,,,,,,,,,,,,,,,
247,225641,AB Holdings Pvt Ltd.,202203,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
248,242779,AB Hotels Ltd.,202403,,,,,,,,,,,,1.76,,0.77,,,,,,,,,,,,,,,,,,,,,,,
249,242779,AB Hotels Ltd.,202303,,,,,,,,,0.02,,,1.69,,6.94,,,,,,,,,,,,,,,,,,,,,,,
250,242779,AB Hotels Ltd.,202203,,,,,,,,,,,,1.56,,6.94,,,,,,,,,,,,,,,,,,,,,,,
251,290910,AB Infrabuild Ltd.,202403,,,,0.14,,,,,,,,1.92,,8.08,,,,,,,,,,,,,,,,,,,,,,,
252,290910,AB Infrabuild Ltd.,202303,,,,,,,,,,,,1.42,,5.97,,,,,,,,,,,,,,,,,,,,,,,
253,290910,AB Infrabuild Ltd.,202203,,,,,,,,,,,,1.09,,12.23,,,,,,,,,,,,,,,,,,,,,,,
254,251770,AB Jewels Pvt Ltd.,202403,0.00,,,,,,,,,0.37,0.77,2.77,,,,,,,,,,,,,,,,,,,,,,,,,
255,251770,AB Jewels Pvt Ltd.,202203,,,,,,,,,,,1.74,2.45,,0.69,,,,,,,,,,,,,,,,,,,,,,,
256,242780,AB Leasing & Finance Ltd.,202303,,,,,,,,,,,,0.54,,0.11,,,,,,,,,,,,,,,,,,,,,,,
257,242780,AB Leasing & Finance Ltd.,202203,,,,,,,,,,,,1.78,,0.12,,,,,,,,,,,,,,,,,,,,,,,
258,214739,AB Mauri India Pvt Ltd.,202303,26.52,,,,,,,,,103.84,4.78,6.89,,11.91,,,,,,,,,,,,,,,,,,,,,,,
259,214739,AB Mauri India Pvt Ltd.,202203,15.41,,,,,,,,,80.73,3.20,6.03,,11.88,,,,,,,,,,,,,,,,,,,,,,,
260,228338,AB Medical Centres Ltd.,202403,,,,,,,,,0.78,,,,,,,,,,,,,,,,,,,,,,,,,,,,
261,228338,AB Medical Centres Ltd.,202303,0.78,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
262,228338,AB Medical Centres Ltd.,202203,,,,,,,,,0.78,,,,,,,,,,,,,,,,,,,,,,,,,,,,
263,306344,AB Studios Pvt Ltd.,202403,,,,,,,,,,,,2.73,,,,,,,,,,,,,,,,,,,,,,,,,
264,306344,AB Studios Pvt Ltd.,202303,,,,,,,,,,,,6.64,,,,,,,,,,,,,,,,,,,,,,,,,
265,306344,AB Studios Pvt Ltd.,202203,,,,,,,,,,,,1.64,,,,,,,,,,,,,,,,,,,,,,,,,
266,212257,Abacus Peripherals Pvt. Ltd,202403,0.00,,,,,,,,,0.25,0.15,0.69,,1.20,,,,,,,,,,,,,,,,,,,,,,,
267,212257,Abacus Peripherals Pvt. Ltd,202303,0.05,,,,,,,,,1.27,0.07,0.64,,0.72,,,,,,,,,,,,,,,,,,,,,,,
268,212257,Abacus Peripherals Pvt. Ltd,202203,1.11,,,,,,,,,5.39,,,,0.86,,,,,,,,,,,,,,,,,,,,,,,
269,290608,ABAK Electrofab Engineering Pvt Ltd.,202303,,,,,,,,,,,,,,0.25,,,,,,,,,,,,,,,,,,,,,,,
270,290608,ABAK Electrofab Engineering Pvt Ltd.,202203,,,,,,,,,,,,,,0.43,,,,,,,,,,,,,,,,,,,,,,,
271,123204,Aban Offshore Ltd.,202403,98.27,,,,,,,,,,,,,0.50,,,,,,,,,,,,,,,,,,,,,,,
272,123204,Aban Offshore Ltd.,202303,82.87,,,,,,,,,,,0.50,,0.09,,,,,,,,,,,,,,,,,,,,,,,
273,123204,Aban Offshore Ltd.,202203,,,,,,,,,85.10,,,0.50,,0.09,,,,,,,,,,,,,,,,,,,,,,,
274,112165,ABans Enterprises Ltd.,202403,,,,,,,,,0.06,,2.72,0.36,,0.56,,,,,,,,,,,,,,,,,,,,,,,
275,112165,ABans Enterprises Ltd.,202303,9.86,,,,,,,,,11.32,1.27,0.71,,0.33,,,,,,,,,,,,,,,,,,,,,,,
276,112165,ABans Enterprises Ltd.,202203,6.57,,,,,,,,,23.83,,0.43,,0.04,,,,,,,,,,,,,,,,,,,,,,,
277,303705,Abans Financial Services Ltd.,202403,11.79,,,0.65,,,,,0.21,11.78,0.00,13.87,,6.42,,,,,,,,,,,,,,,,,,,,,,,
278,303705,Abans Financial Services Ltd.,202303,1.30,,,0.29,,,,,,,0.55,1.30,,0.04,,,,,,,,,,,,,,,,,,,,,,,
279,303705,Abans Financial Services Ltd.,202203,0.36,,,,,,,,,,,,,0.02,,,,,,,,,,,,,,,,,,,,,,,
280,277350,Abaris Healthcare Pvt Ltd.,202303,5.21,,,,,,,,,0.00,0.45,3.17,,0.40,,,,,,,,,,,,,,,,,,,,,,,
281,277350,Abaris Healthcare Pvt Ltd.,202203,1.19,,,,,,,,,,0.74,4.65,,0.40,,,,,,,,,,,,,,,,,,,,,,,
282,131658,Abate AS Industries Ltd.,202403,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
283,131658,Abate AS Industries Ltd.,202303,,,,,,,,,,,,0.08,,,,,,,,,,,,,,,,,,,,,,,,,
284,131658,Abate AS Industries Ltd.,202203,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
285,299851,Abbott Diagnostics Medical Pvt Ltd.,202303,1.50,,,,,,,,5.86,160.59,19.40,4.26,,,,,,,,,,,,,,,,,,,,,,,,,
286,299851,Abbott Diagnostics Medical Pvt Ltd.,202203,0.03,,,,,,,,6.57,507.13,15.20,4.76,,,,,,,,,,,,,,,,,,,,,,,,,
287,221754,Abbott Healthcare Pvt Ltd,202403,146.37,,,,,,,,377.12,1505.83,,28.45,,1312.51,,,,,,,,,,,,,,,,,,,,,,,
288,221754,Abbott Healthcare Pvt Ltd,202303,276.94,,,7.38,,,,,89.63,1288.67,,19.23,,1116.28,,,,,,,,,,,,,,,,,,,,,,,
289,221754,Abbott Healthcare Pvt Ltd,202203,403.62,,,2.48,,,,,25.12,890.06,568.02,34.97,,403.07,,,,,,,,,,,,,,,,,,,,,,,
290,100488,Abbott India Ltd.,202403,161.75,,,,,,,,1.15,447.39,3.85,13.27,,129.40,517.86,,,,,,,,,,,,,,,,,,,,,,
291,100488,Abbott India Ltd.,202303,64.97,,,,,,,,63.02,501.56,6.33,11.54,,72.90,438.20,,,,,,,,,,,,,,,,,,,,,,
292,100488,Abbott India Ltd.,202203,144.92,,,,,,,,1.15,411.29,8.60,10.26,,120.31,438.20,,,,,,,,,,,,,,,,,,,,,,
293,212429,Abbvie Therapeutics India Pvt Ltd.,202403,,,,,,,,,1.49,179.24,,9.96,,65.09,,,,,,,,,,,,,,,,,,,,,,,
294,212429,Abbvie Therapeutics India Pvt Ltd.,202303,4.12,,,,,,,,,119.92,,,,13.52,171.00,,,,,,,,,,,,,,,,,,,,,,
295,212429,Abbvie Therapeutics India Pvt Ltd.,202203,3.99,,,,,,,,,110.28,,,,,185.00,,,,,,,,,,,,,,,,,,,,,,
296,236024,Abby Lighting & Switchgear Ltd.,202403,0.00,,,,,,,,,0.38,,3.12,,0.51,,,,,,,,,,,,,,,,,,,,,,,
297,236024,Abby Lighting & Switchgear Ltd.,202303,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
298,236024,Abby Lighting & Switchgear Ltd.,202203,,,,,,,,,,,,3.06,,0.24,,,,,,,,,,,,,,,,,,,,,,,
299,209857,ABC Consultants Pvt Ltd.,202403,,,,,,,,,,,,9.97,,0.75,,,,,,,,,,,,,,,,,,,,,,,
300,209857,ABC Consultants Pvt Ltd.,202303,,,,,,,,,,,,4.45,,0.00,,,,,,,,,,,,,,,,,,,,,,,
301,209857,ABC Consultants Pvt Ltd.,202203,0.38,,,,,,,,,,,1.84,,0.02,,,,,,,,,,,,,,,,,,,,,,,
302,120123,ABC India Ltd.,202403,,,,,,,,,0.04,0.02,,1.33,,0.18,,,,,,,,,,,,,,,,,,,,,,,
303,120123,ABC India Ltd.,202303,,,,,,,,,0.05,0.00,,0.82,,0.18,,,,,,,,,,,,,,,,,,,,,,,
304,120123,ABC India Ltd.,202203,,,,,,,,,0.04,0.00,,1.05,,0.18,,,,,,,,,,,,,,,,,,,,,,,
305,288022,ABC Transformers Pvt Ltd.,202403,,,,,,,,,,,,1.08,,0.94,,,,,,,,,,,,,,,,,,,,,,,
306,288022,ABC Transformers Pvt Ltd.,202303,,,,,,,,,,,,0.74,,0.68,,,,,,,,,,,,,,,,,,,,,,,
307,288022,ABC Transformers Pvt Ltd.,202203,,,,,,,,,,,,,,0.35,,,,,,,,,,,,,,,,,,,,,,,
308,236025,Abdos Polymers Ltd.,202303,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
309,236025,Abdos Polymers Ltd.,202203,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
310,315950,Abha Power And Steel Ltd.,202403,,,,,,,,,,,,0.02,,,,,,,,,,,,,,,,,,,,,,,,,
311,315950,Abha Power And Steel Ltd.,202303,,,,,,,,,,,,0.04,,,,,,,,,,,,,,,,,,,,,,,,,
312,315950,Abha Power And Steel Ltd.,202203,0.00,,,,,,,,,,,0.10,,,,,,,,,,,,,,,,,,,,,,,,,
313,290610,Abharan Jewellers Pvt Ltd.,202303,0.81,,,,,,,,0.07,1.58,1.61,21.48,,1.07,5.50,,,,,,,,,,,,,,,,,,,,,,
314,290610,Abharan Jewellers Pvt Ltd.,202203,0.56,,,,,,,,0.06,1.63,0.24,27.42,,11.59,,,,,,,,,,,,,,,,,,,,,,,
315,221154,Abhaya Exports Pvt Ltd,202403,0.08,,,,,,,,,,,0.46,,,,,,,,,,,,,,,,,,,,,,,,,
316,221154,Abhaya Exports Pvt Ltd,202303,0.02,,,,,,,,,,,0.45,,,,,,,,,,,,,,,,,,,,,,,,,
317,221154,Abhaya Exports Pvt Ltd,202203,,,,,,,,,,,,0.29,,,,,,,,,,,,,,,,,,,,,,,,,
318,290202,Abhijeet Dies And Tools Pvt Ltd.,202403,,,,,,,,,,,,1.73,,,,,,,,,,,,,,,,,,,,,,,,,
319,290202,Abhijeet Dies And Tools Pvt Ltd.,202303,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
320,290202,Abhijeet Dies And Tools Pvt Ltd.,202203,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
321,282542,Abhijeet Plastics (India) Pvt Ltd.,202403,,,,,,,,,,0.02,,0.13,,,,,,,,,,,,,,,,,,,,,,,,,
322,282542,Abhijeet Plastics (India) Pvt Ltd.,202303,,,,,,,,,,,,,,1.58,,,,,,,,,,,,,,,,,,,,,,,
323,282542,Abhijeet Plastics (India) Pvt Ltd.,202203,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
324,290203,Abhijeet Techno-Plast (India) Pvt Ltd.,202403,0.36,,,,,,,,,3.05,,,,,,,,,,,,,,,,,,,,,,,,,,,
325,290203,Abhijeet Techno-Plast (India) Pvt Ltd.,202303,3.21,,,,,,,,,5.52,,,,,,,,,,,,,,,,,,,,,,,,,,,
326,290203,Abhijeet Techno-Plast (India) Pvt Ltd.,202203,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
327,279555,Abhijit Trading Company Ltd.,202403,,,,,,,,,,,,0.01,,0.02,,,,,,,,,,,,,,,,,,,,,,,
328,279555,Abhijit Trading Company Ltd.,202303,,,,,,,,,,,,0.02,,,,,,,,,,,,,,,,,,,,,,,,,
329,279555,Abhijit Trading Company Ltd.,202203,,,,,,,,,,,,0.02,,,,,,,,,,,,,,,,,,,,,,,,,
330,290611,Abhilasha Commercial Pvt Ltd.,202403,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
331,290611,Abhilasha Commercial Pvt Ltd.,202303,,,,,,,,,,,,1.20,,,,,,,,,,,,,,,,,,,,,,,,,
332,290611,Abhilasha Commercial Pvt Ltd.,202203,,,,,,,,,,,,1.08,,,,,,,,,,,,,,,,,,,,,,,,,
333,290612,Abhilasha Pharma Pvt Ltd.,202403,15.03,,,,,,,,,25.47,,3.02,,,,,,,,,,,,,,,,,,,,,,,,,
334,290612,Abhilasha Pharma Pvt Ltd.,202303,20.24,,,,,,,,,31.05,,2.69,,,,,,,,,,,,,,,,,,,,,,,,,
335,290612,Abhilasha Pharma Pvt Ltd.,202203,0.02,,,,,,,,,24.72,,2.20,,,,,,,,,,,,,,,,,,,,,,,,,
336,231407,Abhinandan Leasing And Finance Ltd.,202303,,,,,,,,,,,,1.55,,,,,,,,,,,,,,,,,,,,,,,,,
337,231407,Abhinandan Leasing And Finance Ltd.,202203,,,,,,,,,,,,0.20,,,,,,,,,,,,,,,,,,,,,,,,,
338,132057,Abhinav Capital Services Ltd.,202303,,,,,,,,,,,,0.19,,,,,,,,,,,,,,,,,,,,,,,,,
339,132057,Abhinav Capital Services Ltd.,202203,,,,,,,,,,,,0.18,,,,,,,,,,,,,,,,,,,,,,,,,
340,254245,Abhinav Leasing & Finance Ltd.,202403,,,,0.50,,,,,,,,0.04,,,,,,,,,,,,,,,,,,,,,,,,,
341,254245,Abhinav Leasing & Finance Ltd.,202303,25.26,,,0.81,,,,,,2.88,0.03,,,,,,,,,,,,,,,,,,,,,,,,,,
342,254245,Abhinav Leasing & Finance Ltd.,202203,,,,0.00,,,,,,,0.38,,,,,,,,,,,,,,,,,,,,,,,,,,
343,254246,Abhiraj Real Estate Pvt Ltd.,202203,,,,,,,,,,,0.00,,,0.02,,,,,,,,,,,,,,,,,,,,,,,
344,233514,Abhiram Marketing Services Ltd.,202303,3.19,,,,,,,,,,0.78,0.15,,7.31,,,,,,,,,,,,,,,,,,,,,,,
345,233514,Abhiram Marketing Services Ltd.,202203,25.13,,,,,,,,,,6.86,0.32,,24.69,,,,,,,,,,,,,,,,,,,,,,,
346,294015,Abhishek Automotives Pvt Ltd.,202403,,,,,,,,,,,,0.60,,0.15,,,,,,,,,,,,,,,,,,,,,,,
347,294015,Abhishek Automotives Pvt Ltd.,202303,,,,,,,,,,,,0.60,,0.15,,,,,,,,,,,,,,,,,,,,,,,
348,294015,Abhishek Automotives Pvt Ltd.,202203,,,,,,,,,,,,0.60,,0.03,,,,,,,,,,,,,,,,,,,,,,,
349,132831,Abhishek Corporation Ltd.,202303,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
350,132831,Abhishek Corporation Ltd.,202203,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
351,232042,Abhishek Finlease Ltd.,202403,,,,,,,,,,,,0.02,,,,,,,,,,,,,,,,,,,,,,,,,
352,232042,Abhishek Finlease Ltd.,202303,,,,,,,,,,,,0.02,,,,,,,,,,,,,,,,,,,,,,,,,
353,232042,Abhishek Finlease Ltd.,202203,,,,,,,,,,,,0.02,,,,,,,,,,,,,,,,,,,,,,,,,
354,243732,Abhishek Infraventures Ltd.,202403,,,,,,,,,,,,0.11,,,,,,,,,,,,,,,,,,,,,,,,,
355,243732,Abhishek Infraventures Ltd.,202303,,,,,,,,,,,,0.10,,,,,,,,,,,,,,,,,,,,,,,,,
356,243732,Abhishek Infraventures Ltd.,202203,,,,,,,,,,,,0.10,,,,,,,,,,,,,,,,,,,,,,,,,
357,302382,Abhishek Integrations Ltd.,202403,,,,,,,,,,0.09,,0.98,,0.01,,,,,,,,,,,,,,,,,,,,,,,
358,302382,Abhishek Integrations Ltd.,202303,,,,,,,,,,1.32,,1.10,,,,,,,,,,,,,,,,,,,,,,,,,
359,302382,Abhishek Integrations Ltd.,202203,,,,,,,,,,,,1.07,,0.04,,,,,,,,,,,,,,,,,,,,,,,
360,224596,Abhishek Steel Industries Ltd.,202303,48.58,,,0.44,,,,,,43.08,,,,,,,,,,,,,,,,,,,,,,,,,,,
361,224596,Abhishek Steel Industries Ltd.,202203,18.05,,,,,,,,,2.76,,0.02,,,,,,,,,,,,,,,,,,,,,,,,,
362,290613,Abhyankar Footwear Pvt Ltd.,202303,,,,,,,,,,,,0.12,,0.04,,,,,,,,,,,,,,,,,,,,,,,
363,290613,Abhyankar Footwear Pvt Ltd.,202203,,,,,,,,,,,,0.13,,0.03,,,,,,,,,,,,,,,,,,,,,,,
364,226886,ABIL Chempharma Pvt Ltd.,202403,6.46,,,,,,,,,42.79,,8.64,,,,,,,,,,,,,,,,,,,,,,,,,
365,226886,ABIL Chempharma Pvt Ltd.,202303,0.42,,,,,,,,,31.73,,8.91,,0.02,,,,,,,,,,,,,,,,,,,,,,,
366,226886,ABIL Chempharma Pvt Ltd.,202203,16.40,,,,,,,,,,,12.21,,0.07,,,,,,,,,,,,,,,,,,,,,,,
367,236028,Abilities India Pistons & Rings Ltd.,202303,,,,,,,,,,,,2.67,,,,,,,,,,,,,,,,,,,,,,,,,
368,111756,Abirami Financial Services (India) Ltd.,202403,,,,,,,,,,,,0.05,,0.03,,,,,,,,,,,,,,,,,,,,,,,
369,111756,Abirami Financial Services (India) Ltd.,202303,,,,,,,,,,,,0.06,,,,,,,,,,,,,,,,,,,,,,,,,
370,212265,Abis Exports India Pvt Ltd.,202403,89.57,,,0.04,,,,,1.19,3.99,1.29,15.72,,22.00,17.83,,,,,,,,,,,,,,,,,,,,,,
371,212265,Abis Exports India Pvt Ltd.,202303,81.90,,,0.66,,,,,1.12,2.47,0.13,12.79,,20.28,1.39,,,,,,,,,,,,,,,,,,,,,,
372,212265,Abis Exports India Pvt Ltd.,202203,66.44,,,1.08,,,,,0.72,28.98,0.35,12.36,,17.49,,,,,,,,,,,,,,,,,,,,,,,
373,290614,ABIS Hatchery Pvt Ltd.,202303,0.86,,,,,,,,0.01,1.58,,0.00,,,,,,,,,,,,,,,,,,,,,,,,,
374,290614,ABIS Hatchery Pvt Ltd.,202203,0.76,,,,,,,,0.01,1.28,0.00,0.00,,,,,,,,,,,,,,,,,,,,,,,,,
375,212235,ABI-Showatech (India) Limited,202403,2.74,,,,,,,,92.52,0.63,,,,26.20,,,,,,,,,,,,,,,,,,,,,,,
376,212235,ABI-Showatech (India) Limited,202303,79.34,,,,,,,,29.39,105.94,,,,5.37,,,,,,,,,,,,,,,,,,,,,,,
377,212235,ABI-Showatech (India) Limited,202203,86.72,,,,,,,,,71.25,,1.25,,2.97,,,,,,,,,,,,,,,,,,,,,,,
378,211539,Abistar Worldwide Shipping And Logistics Pvt Ltd.,202303,,,,,,,,,,,,0.47,,,,,,,,,,,,,,,,,,,,,,,,,
379,211539,Abistar Worldwide Shipping And Logistics Pvt Ltd.,202203,,,,,,,,,,,,0.37,,,,,,,,,,,,,,,,,,,,,,,,,
380,239977,ABJA Power Pvt Ltd.,202403,,,,,,,,,,6.76,,,,,,,,,,,,,,,,,,,,,,,,,,,
381,239977,ABJA Power Pvt Ltd.,202303,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
