Sr.No.,Accord Code,Company Name,BS_Year End,BS_Goodwill,BS_Computer Software,BS_Technical know-how,"BS_Patents, trademarks and designs",BS_Technology License  Fees,BS_Sundry Debtors
397,294015,Abhishek Automotives Pvt Ltd.,202203,,,,,,5.11
398,132831,Abhishek Corporation Ltd.,202403,,,,,,
399,132831,Abhishek Corporation Ltd.,202303,,,,,,0.17
400,132831,Abhishek Corporation Ltd.,202203,,,,,,2.55
401,232042,Abhishek Finlease Ltd.,202403,,0.00,,,,0.03
402,232042,Abhishek Finlease Ltd.,202303,,0.00,,,,0.04
403,232042,Abhishek Finlease Ltd.,202203,,,,,,0.08
404,243732,Abhishek Infraventures Ltd.,202303,,,,,,3.97
405,243732,Abhishek Infraventures Ltd.,202203,,,,,,3.55
406,302382,Abhishek Integrations Ltd.,202403,,,,,,2.98
407,302382,Abhishek Integrations Ltd.,202303,,,,,,2.14
408,302382,Abhishek Integrations Ltd.,202203,,,,,,1.45
409,224596,Abhishek Steel Industries Ltd.,202303,,,,,,15.40
410,224596,Abhishek Steel Industries Ltd.,202203,,,,,,3.45
411,290613,Abhyankar Footwear Pvt Ltd.,202303,,,,,,0.00
412,290613,Abhyankar Footwear Pvt Ltd.,202203,,,,,,0.00
413,226886,ABIL Chempharma Pvt Ltd.,202403,,,,0.03,,182.21
414,226886,ABIL Chempharma Pvt Ltd.,202303,,,,0.03,,146.99
415,226886,ABIL Chempharma Pvt Ltd.,202203,,,,0.03,,170.51
416,236028,Abilities India Pistons & Rings Ltd.,202403,,1.14,,,,27.97
417,236028,Abilities India Pistons & Rings Ltd.,202303,,1.09,,,,24.49
418,236028,Abilities India Pistons & Rings Ltd.,202203,,1.00,,,,19.34
419,111756,Abirami Financial Services (India) Ltd.,202403,,,,,,
420,111756,Abirami Financial Services (India) Ltd.,202303,,,,,,
421,111756,Abirami Financial Services (India) Ltd.,202203,,,,,,
422,212265,Abis Exports India Pvt Ltd.,202403,,8.46,,72.38,,116.51
423,212265,Abis Exports India Pvt Ltd.,202303,,8.31,,72.96,,104.36
424,212265,Abis Exports India Pvt Ltd.,202203,,7.53,,73.51,,79.96
425,290614,ABIS Hatchery Pvt Ltd.,202303,,,,,,3.15
426,290614,ABIS Hatchery Pvt Ltd.,202203,,,,,,1.58
427,212235,ABI-Showatech (India) Limited,202303,,6.09,,,,144.03
428,212235,ABI-Showatech (India) Limited,202203,,5.73,,,,100.58
429,211539,Abistar Worldwide Shipping And Logistics Pvt Ltd.,202403,,,,,,1.91
430,211539,Abistar Worldwide Shipping And Logistics Pvt Ltd.,202303,,,,,,0.99
431,211539,Abistar Worldwide Shipping And Logistics Pvt Ltd.,202203,,,,,,2.47
432,239977,ABJA Power Pvt Ltd.,202403,,,,,,7.42
433,239977,ABJA Power Pvt Ltd.,202303,,,,,,6.46
434,239977,ABJA Power Pvt Ltd.,202203,,,,,,5.00
435,224765,ABM International Ltd.,202403,,,,,,4.82
436,224765,ABM International Ltd.,202303,,,,,,2.91
437,224765,ABM International Ltd.,202203,,,,,,3.54
438,131161,ABM Knowledgeware Ltd.,202403,,1.16,,,,41.07
439,131161,ABM Knowledgeware Ltd.,202303,,1.16,,,,34.78
440,131161,ABM Knowledgeware Ltd.,202203,,1.16,,,,38.31
441,309325,ABN Impex Pvt Ltd.,202403,,0.01,,,,31.19
442,309325,ABN Impex Pvt Ltd.,202303,,0.01,,,,20.75
443,309325,ABN Impex Pvt Ltd.,202203,,0.01,,,,10.19
444,212268,ABP Induction System Private Limited,202403,,0.44,,,,2.72
445,212268,ABP Induction System Private Limited,202303,,0.44,,,,3.88
446,212268,ABP Induction System Private Limited,202203,,0.52,,,,2.05
447,296281,ABP Network Pvt Ltd.,202303,,19.65,,0.59,,119.30
448,296281,ABP Network Pvt Ltd.,202203,,15.86,,0.59,,155.34
449,318854,Abram Food Ltd.,202403,,,,,,3.05
450,318854,Abram Food Ltd.,202303,,,,,,4.28
451,318854,Abram Food Ltd.,202203,,,,,,3.12
452,321350,Abril Paper Tech Ltd.,202403,,,,,,2.80
453,235736,ABS India Pvt Ltd.,202403,,0.66,,,,27.43
454,235736,ABS India Pvt Ltd.,202303,,0.66,,,,21.28
455,235736,ABS India Pvt Ltd.,202203,,0.66,,,,21.28
456,313946,ABS Marine Services Ltd.,202303,,0.32,,,,25.55
457,313946,ABS Marine Services Ltd.,202203,,0.31,,,,14.25
458,235989,ABT Ltd.,202403,,,,,,31.76
459,235989,ABT Ltd.,202303,,,,,,14.95
460,235989,ABT Ltd.,202203,,,,,,17.55
461,212572,ACB (India) Ltd.,202403,,7.48,,,,533.71
462,212572,ACB (India) Ltd.,202303,55.38,7.73,,,,525.10
463,212572,ACB (India) Ltd.,202203,55.38,7.69,,,,429.68
464,286984,ACC India Pvt Ltd.,202403,,,,,,130.26
465,286984,ACC India Pvt Ltd.,202303,,,,,,115.87
466,286984,ACC India Pvt Ltd.,202203,,,,,,107.31
467,100410,ACC Ltd.,202403,,39.28,,184.34,,841.23
468,100410,ACC Ltd.,202303,,9.01,,166.02,,874.74
469,131533,Accedere Ltd.,202403,,,,,,0.37
470,131533,Accedere Ltd.,202303,,,,,,0.42
471,131533,Accedere Ltd.,202203,,,,,,1.16
472,117494,Accel Ltd.,202403,,2.17,,17.69,,34.19
473,117494,Accel Ltd.,202303,,2.16,,17.69,,38.68
474,117494,Accel Ltd.,202203,,2.11,,17.69,,26.88
475,310423,Acceleratebs India Ltd.,202403,,,,,,1.93
476,310423,Acceleratebs India Ltd.,202303,,,,,,0.85
477,207668,Accelerated Freeze Drying Co. Ltd.,202403,,,,,,33.60
478,207668,Accelerated Freeze Drying Co. Ltd.,202303,,,,,,28.46
479,207668,Accelerated Freeze Drying Co. Ltd.,202203,,,,,,35.16
480,312625,Accent Microcell Ltd.,202303,0.22,0.09,,,,23.92
481,312625,Accent Microcell Ltd.,202203,0.22,0.09,,,,17.04
482,251772,Accord Group (India) Pvt Ltd.,202303,,0.01,,,,3.57
483,251772,Accord Group (India) Pvt Ltd.,202203,,0.01,,,,1.38
484,290616,Accord Hydroair Pvt Ltd.,202303,,,,,,0.56
485,290616,Accord Hydroair Pvt Ltd.,202203,,,,,,0.63
486,207669,Accord Software & Systems Pvt Ltd.,202403,,1.40,,0.71,,264.14
487,207669,Accord Software & Systems Pvt Ltd.,202303,,4.64,,0.71,,192.51
488,207669,Accord Software & Systems Pvt Ltd.,202203,,4.41,,0.71,,236.31
489,286584,Accord Synergy Ltd.,202403,,,,,,7.84
490,286584,Accord Synergy Ltd.,202303,,,,,,9.36
491,286584,Accord Synergy Ltd.,202203,,1.70,,,,5.52
492,317081,Accretion Pharmaceuticals Ltd.,202403,,,,,,5.80
493,256173,Accropoly Metal Industries Pvt Ltd.,202403,,0.02,,,,6.14
494,256173,Accropoly Metal Industries Pvt Ltd.,202303,,0.02,,,,5.00
495,256173,Accropoly Metal Industries Pvt Ltd.,202203,,0.02,,,,5.00
496,249605,Accura Diagnostic Centre India Pvt Ltd.,202403,,,,,,
497,249605,Accura Diagnostic Centre India Pvt Ltd.,202303,,,,,,
498,249605,Accura Diagnostic Centre India Pvt Ltd.,202203,,,,,,
499,275077,Accura Polytech Pvt Ltd.,202303,,,0.04,,,0.97
500,275077,Accura Polytech Pvt Ltd.,202203,,,0.04,,,0.92
501,288828,Accuracy Shipping Ltd.,202303,,0.56,,,0.08,106.02
502,288828,Accuracy Shipping Ltd.,202203,,0.55,,,0.08,133.02
503,226587,Accurate Engineering Co Pvt Ltd.,202403,,0.36,,,,11.43
504,226587,Accurate Engineering Co Pvt Ltd.,202303,,0.36,,,,11.14
505,226587,Accurate Engineering Co Pvt Ltd.,202203,,0.36,,,,10.57
506,242731,Accurate Gauging And Instruments Pvt Ltd.,202403,,0.18,,,,20.06
507,242731,Accurate Gauging And Instruments Pvt Ltd.,202303,,0.13,,,,21.63
508,242731,Accurate Gauging And Instruments Pvt Ltd.,202203,,0.13,,,,17.90
509,254839,Accurate Products Corporation Pvt Ltd.,202303,0.64,0.74,,,,20.74
510,254839,Accurate Products Corporation Pvt Ltd.,202203,0.64,0.62,,,,18.89
511,242733,Accuspeed Engineering Services India Ltd.,202303,,0.51,,,,4.53
512,242733,Accuspeed Engineering Services India Ltd.,202203,,0.50,,,,7.40
513,256422,Accu-Tech Engineering Pvt Ltd.,202303,,,,,,8.42
514,256422,Accu-Tech Engineering Pvt Ltd.,202203,,,,,,11.40
515,274992,Accutest Research Laboratories India Pvt Ltd.,202403,,6.25,,,,4.28
516,274992,Accutest Research Laboratories India Pvt Ltd.,202303,,6.25,,,,10.67
517,274992,Accutest Research Laboratories India Pvt Ltd.,202203,,6.25,,,,15.57
518,317350,Ace Alpha Tech Ltd.,202403,,0.01,,,,3.41
519,317350,Ace Alpha Tech Ltd.,202303,,,,,,3.61
520,317350,Ace Alpha Tech Ltd.,202203,,,,,,0.05
521,207640,ACE Designers Ltd.,202303,65.17,3.45,,70.25,,183.68
522,207640,ACE Designers Ltd.,202203,,3.18,,,,80.51
523,130093,ACE EduTrend Ltd.,202403,,,,1.23,,5.47
524,130093,ACE EduTrend Ltd.,202303,,,,1.23,,5.47
525,130093,ACE EduTrend Ltd.,202203,,,,1.23,,5.47
526,130669,ACE Engitech Ltd.,202403,,,,,,0.20
527,130669,ACE Engitech Ltd.,202303,,,,,,0.43
528,130669,ACE Engitech Ltd.,202203,,,,,,0.08
529,242734,ACE Exports Ltd.,202303,,,,,,0.32
530,242734,ACE Exports Ltd.,202203,,,,,,1.32
531,227424,Ace Hygiene Products Pvt. Ltd.,202403,,,,,,10.01
532,227424,Ace Hygiene Products Pvt. Ltd.,202303,,,,,,10.68
533,227424,Ace Hygiene Products Pvt. Ltd.,202203,,,,,,8.60
534,286680,ACE Integrated Solutions Ltd.,202403,,,,0.17,,4.60
535,286680,ACE Integrated Solutions Ltd.,202303,,,,,,5.73
536,286680,ACE Integrated Solutions Ltd.,202203,,0.01,,,,6.10
537,212280,Ace Manufacturing Systems Ltd.,202203,,2.84,,,,65.88
538,279899,ACE Men Engg Works Ltd.,202403,,,,,,
539,279899,ACE Men Engg Works Ltd.,202303,,,,,,
540,279899,ACE Men Engg Works Ltd.,202203,,,,,,
541,131525,Ace Software Exports Ltd.,202303,,0.40,,,,0.01
542,131525,Ace Software Exports Ltd.,202203,,0.40,,,,0.01
543,206220,ACE Stone Craft Ltd.,202203,,,,,,
544,208603,ACE Urban Infocity Ltd.,202403,,0.24,,,,13.89
545,208603,ACE Urban Infocity Ltd.,202303,,0.13,,,,12.88
546,208603,ACE Urban Infocity Ltd.,202203,,0.13,,,,10.96
547,290786,Acer Granito Pvt Ltd.,202303,,,,,,9.66
548,290786,Acer Granito Pvt Ltd.,202203,,,,,,12.34
549,212281,Acer India Pvt Ltd.,202403,,,,,,1155.04
550,212281,Acer India Pvt Ltd.,202303,,,,,,449.39
551,212281,Acer India Pvt Ltd.,202203,,,,,,651.24
552,270045,Aceto Chem Pvt Ltd.,202403,,,,,,10.20
553,270045,Aceto Chem Pvt Ltd.,202303,,,,,,14.14
554,270045,Aceto Chem Pvt Ltd.,202203,,,,,,14.39
555,223873,Acey Engineering Pvt. Ltd,202303,,0.72,,,,23.58
556,223873,Acey Engineering Pvt. Ltd,202203,,0.72,,,,18.12
557,214933,ACG Associated Capsules Pvt. Ltd.,202403,,10.03,,,,589.08
558,214933,ACG Associated Capsules Pvt. Ltd.,202303,,5.19,,,,555.36
559,214933,ACG Associated Capsules Pvt. Ltd.,202203,,5.15,,,,522.36
560,304660,Achyut Healthcare Ltd.,202403,,,,,,0.41
561,304660,Achyut Healthcare Ltd.,202303,,,,,,0.27
562,304660,Achyut Healthcare Ltd.,202203,,,,,,0.20
563,117356,ACI Infocom Ltd.,202403,,,,,,
564,117356,ACI Infocom Ltd.,202303,,,,,,
565,117356,ACI Infocom Ltd.,202203,,,,,,0.01
566,130043,Acknit Industries Ltd.,202403,,0.10,,,,33.69
567,130043,Acknit Industries Ltd.,202303,,0.10,,,,28.43
568,130043,Acknit Industries Ltd.,202203,,0.07,,,,30.84
569,294727,ACKO General Insurance Ltd.,202403,,23.88,,,,
570,294727,ACKO General Insurance Ltd.,202303,,20.85,,,,
571,294727,ACKO General Insurance Ltd.,202203,,15.34,,,,
572,254253,Ackruti Safeguard Systems Pvt Ltd.,202303,,,0.75,,,0.29
573,254253,Ackruti Safeguard Systems Pvt Ltd.,202203,,,0.75,,,0.21
574,210945,ACL Mobile Ltd,202203,0.58,22.27,,27.41,,191.43
575,256174,ACME Auto Pvt Ltd.,202203,,,,,,9.95
576,200056,ACME Cleantech Solutions Ltd.,202403,,4.44,,,,556.10
577,200056,ACME Cleantech Solutions Ltd.,202303,,4.44,,,,130.74
578,200056,ACME Cleantech Solutions Ltd.,202203,,11.42,,,,313.77
579,224766,ACME Resources Ltd.,202403,,,,,,
580,224766,ACME Resources Ltd.,202303,,,,,,
581,224766,ACME Resources Ltd.,202203,,,,,,
582,287433,Acme Solar Holdings Ltd.,202303,,,,,,14.09
583,233495,ACME Solar Technologies (Gujarat) Pvt Ltd.,202403,,,,,,3.62
584,233495,ACME Solar Technologies (Gujarat) Pvt Ltd.,202303,,,,,,3.12
585,233495,ACME Solar Technologies (Gujarat) Pvt Ltd.,202203,,,,,,3.51
586,249478,Acme Solvents Pvt Ltd.,202303,,,,,,1.71
587,249478,Acme Solvents Pvt Ltd.,202203,,,,,,3.46
588,290617,ACP Tollways Pvt Ltd.,202403,,,,1524.22,,
589,290617,ACP Tollways Pvt Ltd.,202303,,,,1524.22,,
590,290617,ACP Tollways Pvt Ltd.,202203,,,,1524.22,,
591,250877,ACPL Systems Pvt Ltd.,202303,,,,,,28.11
592,250877,ACPL Systems Pvt Ltd.,202203,,,,,,27.16
593,210734,Acqueon Technologies Ltd.,202403,,4.48,,,,64.25
594,210734,Acqueon Technologies Ltd.,202303,,4.48,,,,36.68
595,210734,Acqueon Technologies Ltd.,202203,,4.27,,,,48.48
596,212284,Acro Technologies India Pvt Ltd.,202403,,,,,,3.63
597,212284,Acro Technologies India Pvt Ltd.,202303,,0.01,,,,1.42
598,212284,Acro Technologies India Pvt Ltd.,202203,,0.25,,,,3.67
599,275079,Acros Pvt Ltd.,202303,,,,,,1.51
600,275079,Acros Pvt Ltd.,202203,,,,,,2.63
601,113149,Acrow India Ltd.,202403,,,,,,
602,113149,Acrow India Ltd.,202303,,,,,,
603,113149,Acrow India Ltd.,202203,,,,,,0.15
604,228105,ACS Infotech Pvt Ltd.,202403,,,,,,1.56
605,228105,ACS Infotech Pvt Ltd.,202303,,,,,,1.42
606,228105,ACS Infotech Pvt Ltd.,202203,,,,,,1.16
607,130745,ACS Technologies Ltd.,202403,26.99,15.62,,,,41.23
608,130745,ACS Technologies Ltd.,202303,26.99,13.02,,,,46.05
609,130745,ACS Technologies Ltd.,202203,,,,,,
610,295578,ACS Technologies Ltd. - (Amalgamated),202203,,10.27,,,,27.03
611,291128,Actiohx Solutions Pvt Ltd.,202403,,1.29,,,,58.24
612,291128,Actiohx Solutions Pvt Ltd.,202303,,1.29,,,,49.17
613,291128,Actiohx Solutions Pvt Ltd.,202203,,1.29,,,,41.17
614,132762,Action Construction Equipment Ltd.,202403,,8.37,5.38,,,165.69
615,132762,Action Construction Equipment Ltd.,202303,,7.63,4.58,,,169.09
616,132762,Action Construction Equipment Ltd.,202203,,7.55,4.13,,,189.73
617,212285,Action Ispat & Power Pvt Ltd.,202403,,,,,,0.59
618,212285,Action Ispat & Power Pvt Ltd.,202303,,,,,,2.33
619,212285,Action Ispat & Power Pvt Ltd.,202203,,,,,,2.33
620,270397,Action Springs (India) Pvt Ltd.,202303,,,,,,1.08
621,270397,Action Springs (India) Pvt Ltd.,202203,,,,,,-0.05
622,212286,Activair Airfreight India Pvt Ltd.,202303,,,,,,2.73
623,212286,Activair Airfreight India Pvt Ltd.,202203,,,,,,2.36
624,288323,Active Clothing Co Ltd.,202403,,,,,,74.70
625,288323,Active Clothing Co Ltd.,202303,,,,,,47.58
626,288323,Active Clothing Co Ltd.,202203,,,,,,39.02
627,317103,Active Infrastructures Ltd.,202403,,,,,,0.33
628,317103,Active Infrastructures Ltd.,202303,,,,,,0.41
629,317103,Active Infrastructures Ltd.,202203,,,,,,
630,210790,Acuite Ratings & Research Ltd.,202403,,2.60,,,,0.05
631,210790,Acuite Ratings & Research Ltd.,202303,,2.56,,,,0.02
632,210790,Acuite Ratings & Research Ltd.,202203,,2.48,,,,0.01
633,212455,Acuity Knowledge Centre (India) Pvt Ltd.,202403,,0.17,,,,48.95
634,212455,Acuity Knowledge Centre (India) Pvt Ltd.,202303,,0.17,,,,64.65
635,212455,Acuity Knowledge Centre (India) Pvt Ltd.,202203,,0.17,,,,61.68
636,215526,Acuity KP Solutions (India) Pvt Ltd.,202403,,0.18,,,,5.57
637,215526,Acuity KP Solutions (India) Pvt Ltd.,202303,,0.18,,,,4.30
638,215526,Acuity KP Solutions (India) Pvt Ltd.,202203,,0.18,,,,8.15
639,210585,Acumen Capital Market (India) Ltd.,202303,,2.80,,2.32,,12.76
640,210585,Acumen Capital Market (India) Ltd.,202203,,2.79,,2.32,,14.34
641,226915,Acumen Fund Advisory Services India Pvt Ltd.,202203,,,,,,
642,290618,Acumen Pharmaceuticals Pvt Ltd.,202303,,,,,,0.40
643,290618,Acumen Pharmaceuticals Pvt Ltd.,202203,,,,,,0.31
644,249329,Acurus Solutions Pvt Ltd.,202403,,1.08,,,,4.16
645,249329,Acurus Solutions Pvt Ltd.,202303,,1.08,,,,2.78
646,249329,Acurus Solutions Pvt Ltd.,202203,,1.08,,,,1.02
647,232793,Acutaas Chemicals Ltd.,202403,,0.32,3.89,0.09,,212.78
648,232793,Acutaas Chemicals Ltd.,202303,,0.27,,0.09,,230.26
649,232793,Acutaas Chemicals Ltd.,202203,,,,0.09,,161.66
650,267743,Acute Retail Infra Pvt Ltd.,202303,,,,10.80,,0.08
651,267743,Acute Retail Infra Pvt Ltd.,202203,,,,10.80,,0.47
652,214762,AD Hydro Power Ltd.,202403,,,,,,18.68
653,214762,AD Hydro Power Ltd.,202303,,,,,,7.39
654,214762,AD Hydro Power Ltd.,202203,,,,,,16.14
655,309803,Adam & Coal Resources Pvt Ltd.,202403,,,,,,
656,309803,Adam & Coal Resources Pvt Ltd.,202303,,,,,,0.43
657,309803,Adam & Coal Resources Pvt Ltd.,202203,,,,,,147.73
658,254840,Adam Fabriwerk Pvt Ltd.,202403,,,,,,54.64
659,254840,Adam Fabriwerk Pvt Ltd.,202303,,,,,,38.02
660,254840,Adam Fabriwerk Pvt Ltd.,202203,,,,,,20.17
661,251774,Adams Technologies Pvt Ltd.,202303,,,,,,4.05
662,251774,Adams Technologies Pvt Ltd.,202203,,,,,,2.88
663,209864,Adani Agri Fresh Ltd.,202403,,0.22,,,,18.18
664,209864,Adani Agri Fresh Ltd.,202303,,0.04,,,,15.99
665,209864,Adani Agri Fresh Ltd.,202203,,0.04,,,,14.00
666,290619,Adani Agri Logistics (Kotkapura) Ltd.,202403,,,,,,0.41
667,290619,Adani Agri Logistics (Kotkapura) Ltd.,202303,,,,,,0.34
668,290619,Adani Agri Logistics (Kotkapura) Ltd.,202203,,,,,,0.16
669,228346,Adani Agri Logistics Ltd.,202403,,1.50,,,,183.59
670,228346,Adani Agri Logistics Ltd.,202303,,1.50,,,,180.33
671,228346,Adani Agri Logistics Ltd.,202203,,0.14,,,,162.88
672,314556,Adani Airport Holdings Ltd.,202403,,1.36,,,,274.80
673,314556,Adani Airport Holdings Ltd.,202303,,0.78,,,,168.68
674,314556,Adani Airport Holdings Ltd.,202203,,0.20,,,,120.57
675,243472,Adani Bunkering Pvt Ltd.,202403,,0.09,,,,113.58
676,243472,Adani Bunkering Pvt Ltd.,202303,,0.09,,,,71.36
677,243472,Adani Bunkering Pvt Ltd.,202203,,0.09,,,,138.44
678,318964,Adani CMA Mundra Terminal Pvt Ltd.,202403,,8.21,,592.57,,39.91
679,318964,Adani CMA Mundra Terminal Pvt Ltd.,202303,,8.21,,592.57,,25.50
680,318964,Adani CMA Mundra Terminal Pvt Ltd.,202203,,8.21,,592.57,,15.38
681,295864,Adani Electricity Mumbai Ltd.,202403,,148.60,,41.48,981.62,469.15
682,295864,Adani Electricity Mumbai Ltd.,202303,,122.72,,41.48,981.62,452.27
683,295864,Adani Electricity Mumbai Ltd.,202203,,92.65,,40.16,981.62,485.85
684,271875,Adani Energy Solutions Ltd.,202403,,,,,,227.46
685,271875,Adani Energy Solutions Ltd.,202303,,,,,,2.25
686,271875,Adani Energy Solutions Ltd.,202203,,,,,,0.01
687,271872,Adani Ennore Container Terminal Pvt Ltd.,202303,,0.38,,,,7.51
688,271872,Adani Ennore Container Terminal Pvt Ltd.,202203,,0.38,,,,29.89
689,112599,Adani Enterprises Ltd.,202403,,47.50,,739.02,,4220.82
690,112599,Adani Enterprises Ltd.,202303,,41.11,,725.52,,4688.27
691,112599,Adani Enterprises Ltd.,202203,,41.01,,724.15,,3516.18
692,245094,Adani Estate Management Pvt Ltd.,202203,,2.89,,0.02,,12.47
693,254256,Adani Estates Pvt Ltd.,202303,,0.05,,,,
694,254256,Adani Estates Pvt Ltd.,202203,,0.05,,,,
695,290620,Adani Green Energy (Tamilnadu) Ltd.,202303,,1.12,,,,54.10
696,290620,Adani Green Energy (Tamilnadu) Ltd.,202203,,1.12,,,,221.66
697,289554,Adani Green Energy Ltd.,202403,,25.00,,,,2419.00
698,289554,Adani Green Energy Ltd.,202303,,21.00,,,,1112.00
699,289554,Adani Green Energy Ltd.,202203,,14.00,,,,897.00
700,228348,Adani Hazira Port Pvt Ltd.,202403,,7.77,,21.07,,77.37
701,228348,Adani Hazira Port Pvt Ltd.,202303,,8.22,,21.07,,81.34
702,228348,Adani Hazira Port Pvt Ltd.,202203,,8.12,,21.07,,134.25
703,271873,Adani Hospitals Mundra Pvt Ltd.,202403,,0.02,,,,2.06
704,271873,Adani Hospitals Mundra Pvt Ltd.,202303,,0.01,,,,1.63
705,271873,Adani Hospitals Mundra Pvt Ltd.,202203,,0.01,,,,1.84
706,228349,Adani Infra (India) Ltd.,202303,,0.12,,,,505.40
707,228349,Adani Infra (India) Ltd.,202203,,0.12,,,,346.93
708,236057,Adani Infrastructure & Developers Pvt Ltd.,202403,,4.48,,,,49.03
709,236057,Adani Infrastructure & Developers Pvt Ltd.,202303,,4.38,,,,17.11
710,236057,Adani Infrastructure & Developers Pvt Ltd.,202203,,4.38,,,,3.99
711,295132,ADANI Infrastructure Management Services Ltd.,202403,,,,,,242.90
712,295132,ADANI Infrastructure Management Services Ltd.,202303,,,,,,250.93
713,295132,ADANI Infrastructure Management Services Ltd.,202203,,,,,,232.44
714,242635,Adani International Container Terminal Pvt Ltd.,202303,,3.03,,689.82,,44.15
715,242635,Adani International Container Terminal Pvt Ltd.,202203,,3.03,,689.82,,64.22
716,242636,Adani Kandla Bulk Terminal Pvt Ltd.,202403,,0.60,,1067.62,,35.62
717,242636,Adani Kandla Bulk Terminal Pvt Ltd.,202303,,1.00,,1068.65,,23.12
718,242636,Adani Kandla Bulk Terminal Pvt Ltd.,202203,,1.00,,1060.36,,16.01
719,211215,Adani Krishnapatnam Port Ltd.,202403,,5.66,,,,407.98
720,211215,Adani Krishnapatnam Port Ltd.,202303,,5.57,,,,354.37
721,211215,Adani Krishnapatnam Port Ltd.,202203,,12.53,,,,204.31
722,226338,Adani Logistics Ltd,202403,,12.56,,,,189.18
723,226338,Adani Logistics Ltd,202303,,11.62,,,,114.78
724,226338,Adani Logistics Ltd,202203,,6.84,,,,98.88
725,222776,Adani Logistics Services Pvt Ltd.,202403,,0.79,,5.38,,63.42
726,222776,Adani Logistics Services Pvt Ltd.,202303,,0.79,,5.38,,32.31
727,222776,Adani Logistics Services Pvt Ltd.,202203,,0.70,,5.38,,33.78
728,242249,Adani Murmugao Port Terminal Pvt Ltd.,202403,,1.15,,464.37,,37.26
729,242249,Adani Murmugao Port Terminal Pvt Ltd.,202303,,1.15,,458.51,,13.56
730,242249,Adani Murmugao Port Terminal Pvt Ltd.,202203,,1.15,,455.45,,13.22
731,228350,Adani Petronet (Dahej) Port Pvt Ltd.,202403,,1.32,,0.97,,53.02
732,228350,Adani Petronet (Dahej) Port Pvt Ltd.,202303,,1.63,,0.97,,61.18
733,228350,Adani Petronet (Dahej) Port Pvt Ltd.,202203,,1.57,,0.97,,22.71
734,132921,Adani Ports and Special Economic Zone Ltd.,202403,44.86,131.52,,5.00,,1242.55
735,132921,Adani Ports and Special Economic Zone Ltd.,202303,44.86,152.35,,5.00,,1274.14
736,132921,Adani Ports and Special Economic Zone Ltd.,202203,44.86,149.79,,5.00,,1082.13
737,212291,Adani Power Dahej Pvt Ltd,202403,,,,,,
738,212291,Adani Power Dahej Pvt Ltd,202303,,,,,,
739,212291,Adani Power Dahej Pvt Ltd,202203,,,,,,
740,209867,Adani Power Ltd.,202403,190.61,37.90,,,,11495.09
741,209867,Adani Power Ltd.,202303,190.61,34.05,,,,11380.93
742,209867,Adani Power Ltd.,202203,190.61,30.44,,,,9490.01
743,228351,Adani Power Maharashtra Ltd.,202203,,2.43,,,,5980.09
744,212292,Adani Power Rajasthan Limited,202203,,1.44,,,,391.65
745,280231,Adani Properties Pvt Ltd.,202303,,,,,,1.23
746,280231,Adani Properties Pvt Ltd.,202203,,,,,,1.04
747,289871,Adani Rail Infra Pvt Ltd.,202203,,,,,,
748,296252,Adani Road Transport Ltd.,202403,,2.02,,,,1100.78
749,296252,Adani Road Transport Ltd.,202303,,1.75,,,,1257.98
750,296252,Adani Road Transport Ltd.,202203,,0.37,,,,283.69
751,242783,Adani Shipping (India) Pvt Ltd.,202403,,,,,,0.00
752,242783,Adani Shipping (India) Pvt Ltd.,202303,,,,,,0.01
753,242783,Adani Shipping (India) Pvt Ltd.,202203,,,,,,0.83
754,228347,Adani Total Gas Ltd.,202403,25.49,42.10,,,,407.95
755,228347,Adani Total Gas Ltd.,202303,25.49,24.53,,,,315.47
756,228347,Adani Total Gas Ltd.,202203,25.49,22.83,,,,186.55
757,271874,Adani Transmission (India) Ltd.,202403,,4.68,,,,376.61
758,271874,Adani Transmission (India) Ltd.,202303,,2.89,,,,347.40
759,271874,Adani Transmission (India) Ltd.,202203,,2.37,,,,104.45
760,290622,Adani Transmission (Rajasthan) Ltd.,202403,,,,,,2.41
761,290622,Adani Transmission (Rajasthan) Ltd.,202303,,,,,,2.28
762,290622,Adani Transmission (Rajasthan) Ltd.,202203,,,,,,2.16
763,242638,Adani Vizag Coal Terminal Pvt Ltd.,202403,,,,,,16.56
764,242638,Adani Vizag Coal Terminal Pvt Ltd.,202303,,,,,,0.61
765,242638,Adani Vizag Coal Terminal Pvt Ltd.,202203,,,,,,0.77
766,267744,Adani Warehousing Services Pvt Ltd.,202203,,,,,,12.46
767,254263,Adani Welspun Exploration Ltd.,202303,,1.18,,,,
768,254263,Adani Welspun Exploration Ltd.,202203,,1.18,,,,
769,126711,Adarsh Plant Protect Ltd.,202403,,,,,,3.33
770,126711,Adarsh Plant Protect Ltd.,202303,,,,,,3.20
771,126711,Adarsh Plant Protect Ltd.,202203,,,,,,3.63
772,207675,Adbur Pvt. Ltd.,202303,,,,,,1.16
773,207675,Adbur Pvt. Ltd.,202203,,,,,,1.32
774,123411,ADC India Communications Ltd.,202403,,,,,,28.07
