Sr.No.,Accord Code,Company Name,BS_Year End,BS_Goodwill,BS_Computer Software,BS_Technical know-how,"BS_Patents, trademarks and designs",BS_Technology License  Fees,BS_Sundry Debtors
43119,287496,Vareli Tecnac Pvt Ltd.,202403,,1.21,,,,42.87
43120,287496,Vareli Tecnac Pvt Ltd.,202303,,0.93,,,,40.29
43121,287496,Vareli Tecnac Pvt Ltd.,202203,,0.70,,,,33.73
43122,252753,Variety ART Stones Ltd.,202303,,,,,,2.70
43123,252753,Variety ART Stones Ltd.,202203,,,,,,2.45
43124,245507,Variman Global Enterprises Ltd.,202403,,,,,,11.09
43125,245507,Variman Global Enterprises Ltd.,202303,,,,,,13.46
43126,245507,Variman Global Enterprises Ltd.,202203,,,,,,4.47
43127,317398,Varindera Constructions Ltd.,202403,,1.75,,,,322.95
43128,317398,Varindera Constructions Ltd.,202303,,1.75,,,,260.97
43129,317398,Varindera Constructions Ltd.,202203,,0.00,,,,294.81
43130,225314,Variturn Electro Products Pvt Ltd.,202303,,0.53,,,,1.34
43131,225314,Variturn Electro Products Pvt Ltd.,202203,,0.53,,,,1.43
43132,295039,Varmora Granito Ltd.,202403,,0.06,,1.09,,294.96
43133,295039,Varmora Granito Ltd.,202303,,0.44,,0.01,,263.60
43134,295039,Varmora Granito Ltd.,202203,,0.44,,0.01,,211.76
43135,214437,Varroc Engineering Ltd.,202403,,54.50,2.81,94.21,,226.29
43136,214437,Varroc Engineering Ltd.,202303,,39.98,2.81,91.32,,303.32
43137,214437,Varroc Engineering Ltd.,202203,,33.17,2.81,86.36,,397.19
43138,225315,Varroc Polymers Pvt Ltd.,202303,18.39,9.43,0.02,3.82,,92.27
43139,225315,Varroc Polymers Pvt Ltd.,202203,18.39,9.33,0.02,3.82,,107.53
43140,221366,Varsa Plastic Industrries Pvt Ltd,202303,,,,,,46.86
43141,221366,Varsa Plastic Industrries Pvt Ltd,202203,,,,,,41.47
43142,227012,Varsha Techno Ind-Equip Pvt Ltd.,202303,,,,,,0.81
43143,227012,Varsha Techno Ind-Equip Pvt Ltd.,202203,,,,,,0.90
43144,284121,Varthana Finance Pvt Ltd.,202303,,7.65,,,,
43145,284121,Varthana Finance Pvt Ltd.,202203,,4.00,,,,
43146,112511,Varun Mercantile Ltd.,202403,,,,,,
43147,112511,Varun Mercantile Ltd.,202303,,,,,,
43148,112511,Varun Mercantile Ltd.,202203,,,,,,
43149,312234,Varyaa Creations Ltd.,202403,,0.02,,,,
43150,312234,Varyaa Creations Ltd.,202303,,0.01,,,,
43151,312234,Varyaa Creations Ltd.,202203,,0.01,,,,
43152,225322,Vas Engineering Products Pvt Ltd.,202303,,,,,,4.62
43153,225322,Vas Engineering Products Pvt Ltd.,202203,,0.23,,,,2.84
43154,131574,Vas Infrastructure Ltd.,202403,,,,,,0.01
43155,131574,Vas Infrastructure Ltd.,202303,,,,,,0.48
43156,131574,Vas Infrastructure Ltd.,202203,,,,,,1.58
43157,310589,Vasa Denticity Ltd.,202403,,0.94,,,,11.27
43158,310589,Vasa Denticity Ltd.,202303,,0.87,,,,0.98
43159,310589,Vasa Denticity Ltd.,202203,,,,,,1.36
43160,288291,VASA Retail And Overseas Ltd.,202403,,,,,,2.79
43161,288291,VASA Retail And Overseas Ltd.,202303,,,,,,2.79
43162,288291,VASA Retail And Overseas Ltd.,202203,,0.01,,0.03,,9.83
43163,225323,Vasan Publications Pvt Ltd.,202303,,,,,,3.17
43164,225323,Vasan Publications Pvt Ltd.,202203,,,,,,1.79
43165,249429,Vasanth & Company Media Network Pvt Ltd.,202303,,,,,,1.67
43166,249429,Vasanth & Company Media Network Pvt Ltd.,202203,,,,,,1.89
43167,239389,Vasantha Tools Crafts Pvt Ltd.,202403,,4.55,,,,39.44
43168,239389,Vasantha Tools Crafts Pvt Ltd.,202303,,4.42,,,,64.04
43169,239389,Vasantha Tools Crafts Pvt Ltd.,202203,,5.72,,,,57.19
43170,293231,Vasavi Bala Resins Pvt Ltd.,202303,,0.01,,,,9.35
43171,293231,Vasavi Bala Resins Pvt Ltd.,202203,,0.01,,,,8.85
43172,281431,Vasavi Solar Power Pvt Ltd.,202303,,,,,,0.08
43173,281431,Vasavi Solar Power Pvt Ltd.,202203,,,,,,0.08
43174,212035,Vascon Engineers Ltd.,202403,,5.67,,,,178.48
43175,212035,Vascon Engineers Ltd.,202303,,5.62,,,,148.86
43176,212035,Vascon Engineers Ltd.,202203,,5.61,,,,107.13
43177,275527,Vascular Concepts Ltd.,202303,,0.11,,,,10.86
43178,275527,Vascular Concepts Ltd.,202203,,0.11,,,,13.81
43179,317387,Vashishtha Luxury Fashion Ltd.,202403,,,,,,1.95
43180,317387,Vashishtha Luxury Fashion Ltd.,202303,,,,,,1.69
43181,132011,Vashu Bhagnani Industries Ltd.,202403,,,,,,23.05
43182,132011,Vashu Bhagnani Industries Ltd.,202303,,,,,,20.51
43183,132011,Vashu Bhagnani Industries Ltd.,202203,,,,,,17.05
43184,249022,Vastra Overseas Pvt Ltd.,202303,,,,,,0.02
43185,249022,Vastra Overseas Pvt Ltd.,202203,,,,,,0.14
43186,310898,Vastu Finserve India Pvt Ltd.,202403,,0.34,,,,0.02
43187,310898,Vastu Finserve India Pvt Ltd.,202303,,0.34,,,,
43188,310898,Vastu Finserve India Pvt Ltd.,202203,,0.33,,,,
43189,288742,Vastu Housing Finance Corporation Ltd.,202403,,1.07,,,,19.35
43190,288742,Vastu Housing Finance Corporation Ltd.,202303,,0.99,,,,22.19
43191,288742,Vastu Housing Finance Corporation Ltd.,202203,,0.69,,,,3.44
43192,254999,Vasu Healthcare Pvt Ltd.,202303,,,,,,34.35
43193,254999,Vasu Healthcare Pvt Ltd.,202203,,,,,,25.05
43194,227576,Vasudha Chemicals Pvt Ltd.,202403,,,,,,16.40
43195,227576,Vasudha Chemicals Pvt Ltd.,202303,,,,,,16.92
43196,227576,Vasudha Chemicals Pvt Ltd.,202203,,,,,,11.14
43197,209554,Vasudha Pharma Chem Ltd.,202403,,,,,,320.49
43198,209554,Vasudha Pharma Chem Ltd.,202303,,,,,,320.68
43199,209554,Vasudha Pharma Chem Ltd.,202203,,,,,,290.29
43200,245846,Vasudhagama Enterprises Ltd.,202303,,,,,,
43201,245846,Vasudhagama Enterprises Ltd.,202203,,,,,,
43202,277917,Vasugan Medical Specialities Pvt Ltd.,202403,,0.05,,,,9.90
43203,277917,Vasugan Medical Specialities Pvt Ltd.,202303,,0.05,,,,10.24
43204,277917,Vasugan Medical Specialities Pvt Ltd.,202203,,0.05,,,,7.86
43205,314701,Vasuki Global Industries Ltd.,202303,,0.23,,,,71.98
43206,314701,Vasuki Global Industries Ltd.,202203,,0.11,,,,72.54
43207,238306,Vasundhara Rasayans Ltd.,202303,,,,,,8.05
43208,238306,Vasundhara Rasayans Ltd.,202203,,,,,,7.34
43209,287497,Vasupati Agro Product Pvt Ltd.,202403,,0.01,,,,0.27
43210,287497,Vasupati Agro Product Pvt Ltd.,202303,,0.01,,,,0.55
43211,287497,Vasupati Agro Product Pvt Ltd.,202203,,0.01,,,,3.28
43212,222336,Vaswani Industries Ltd.,202403,,0.87,,,,18.28
43213,222336,Vaswani Industries Ltd.,202303,,0.86,,,,49.15
43214,222336,Vaswani Industries Ltd.,202203,,0.86,,,,50.08
43215,273783,Vatika Hotels Pvt Ltd.,202403,,1.70,,,,49.18
43216,273783,Vatika Hotels Pvt Ltd.,202303,,1.70,,,,34.91
43217,273783,Vatika Hotels Pvt Ltd.,202203,,1.70,,,,17.87
43218,252212,Vatika Ltd.,202403,,,,,,73.26
43219,252212,Vatika Ltd.,202303,,,,,,80.48
43220,252212,Vatika Ltd.,202203,,,,,,201.69
43221,225334,Vav Life Science Pvt Ltd.,202303,,0.02,,0.05,,2.13
43222,225334,Vav Life Science Pvt Ltd.,202203,,0.02,,0.05,,2.29
43223,131650,Vax Housing Finance Corporation Ltd.,202203,,,,,,0.80
43224,296176,Vaxfab Enterprises Ltd.,202403,,0.00,,,,3.92
43225,296176,Vaxfab Enterprises Ltd.,202303,,,,,,4.01
43226,296176,Vaxfab Enterprises Ltd.,202203,,,,,,0.81
43227,295449,Vaxtex Cotfab Ltd.,202403,,,,,,15.71
43228,295449,Vaxtex Cotfab Ltd.,202303,,,,,,18.22
43229,295449,Vaxtex Cotfab Ltd.,202203,,,,,,6.19
43230,208380,Vayam Technologies Ltd.,202303,,,,,,138.49
43231,208380,Vayam Technologies Ltd.,202203,,,,,,132.06
43232,249169,Vayavya Labs Pvt Ltd.,202403,,0.06,4.01,0.26,,9.00
43233,249169,Vayavya Labs Pvt Ltd.,202303,,0.06,4.01,0.26,,6.49
43234,249169,Vayavya Labs Pvt Ltd.,202203,,0.06,4.01,0.26,,4.55
43235,233051,Vayhan Coffee Ltd.,202403,,,,,,32.03
43236,233051,Vayhan Coffee Ltd.,202303,,,,,,25.29
43237,233051,Vayhan Coffee Ltd.,202203,,,,,,56.65
43238,111110,VB Desai Financial Services Ltd.,202403,,,,,,0.43
43239,111110,VB Desai Financial Services Ltd.,202303,,,,,,0.38
43240,111110,VB Desai Financial Services Ltd.,202203,,,,,,0.27
43241,275818,VB Industries Ltd.,202403,,,,,,22.44
43242,275818,VB Industries Ltd.,202303,,,,,,24.48
43243,275818,VB Industries Ltd.,202203,,,,,,24.14
43244,296037,V-Bazaar Retail Pvt Ltd.,202403,,1.11,,,,0.04
43245,296037,V-Bazaar Retail Pvt Ltd.,202303,,0.99,,,,0.06
43246,296037,V-Bazaar Retail Pvt Ltd.,202203,,0.87,,,,0.06
43247,239779,VBL Innovations Pvt Ltd.,202403,,0.93,,,,3.96
43248,239779,VBL Innovations Pvt Ltd.,202303,,0.92,,,,4.83
43249,239779,VBL Innovations Pvt Ltd.,202203,,0.92,,,,6.26
43250,248328,VCU Data Management Ltd.,202403,,0.04,,,,
43251,248328,VCU Data Management Ltd.,202303,,0.04,,,,1.80
43252,248328,VCU Data Management Ltd.,202203,,0.04,,,,1.85
43253,315308,Vdeal System Ltd.,202403,,0.17,,0.09,,12.55
43254,315308,Vdeal System Ltd.,202303,,0.14,,,,5.98
43255,315308,Vdeal System Ltd.,202203,,0.09,,,,3.37
43256,224930,Ve Commercial Vehicles Ltd.,202403,,224.67,,1694.58,,2695.40
43257,224930,Ve Commercial Vehicles Ltd.,202303,,196.78,,1558.49,,2350.96
43258,224930,Ve Commercial Vehicles Ltd.,202203,,185.14,,1350.23,,2048.61
43259,225354,Vector Biotek Pvt Ltd.,202403,,,,,,15.12
43260,225354,Vector Biotek Pvt Ltd.,202303,,,,,,11.61
43261,225354,Vector Biotek Pvt Ltd.,202203,,,,,,10.17
43262,292904,Ved Technoserve India Pvt Ltd.,202403,,0.08,,,,0.72
43263,292904,Ved Technoserve India Pvt Ltd.,202303,,0.08,,,,2.65
43264,292904,Ved Technoserve India Pvt Ltd.,202203,,0.08,,,,0.61
43265,222964,Veda Corporate Advisors Pvt. Ltd.,202403,,,,,,1.27
43266,222964,Veda Corporate Advisors Pvt. Ltd.,202303,,,,,,6.64
43267,222964,Veda Corporate Advisors Pvt. Ltd.,202203,,,,,,3.03
43268,307446,Vedant Asset Ltd.,202403,,0.18,,0.00,,0.29
43269,307446,Vedant Asset Ltd.,202303,,0.18,,0.00,,0.02
43270,307446,Vedant Asset Ltd.,202203,,0.14,,0.00,,
43271,223430,Vedant Fashions Ltd.,202403,15.71,1.35,,166.88,,564.52
43272,223430,Vedant Fashions Ltd.,202303,15.71,1.25,,159.42,,472.84
43273,223430,Vedant Fashions Ltd.,202203,15.71,1.24,,159.42,,394.80
43274,229658,Vedanta Creations Ltd.,202303,,,,,,6.31
43275,229658,Vedanta Creations Ltd.,202203,,,,,,5.95
43276,100295,Vedanta Ltd.,202403,,275.00,,1267.00,,1864.00
43277,100295,Vedanta Ltd.,202303,,110.00,,1042.00,,1694.00
43278,100295,Vedanta Ltd.,202203,,319.00,,227.00,,2328.00
43279,217887,Vedavaag Systems Ltd.,202403,,7.64,,3.98,,16.35
43280,217887,Vedavaag Systems Ltd.,202303,,7.64,,4.18,,10.33
43281,217887,Vedavaag Systems Ltd.,202203,,7.64,,4.60,,7.39
43282,277220,Vee Technologies Private Ltd.,202403,,1.55,,,,83.47
43283,277220,Vee Technologies Private Ltd.,202303,,1.05,,,,81.76
43284,277220,Vee Technologies Private Ltd.,202203,,0.95,,,,163.44
43285,217503,Veeda Clinical Research Ltd.,202303,,5.14,,,,71.14
43286,217503,Veeda Clinical Research Ltd.,202203,,1.98,,,,77.39
43287,190005,Veedol Corporation Ltd.,202403,,3.37,,,,142.99
43288,190005,Veedol Corporation Ltd.,202303,,2.34,,,,148.00
43289,190005,Veedol Corporation Ltd.,202203,,2.36,,,,138.06
43290,310610,Veefin Solutions Ltd.,202403,0.01,91.25,,,,9.59
43291,310610,Veefin Solutions Ltd.,202303,0.01,39.55,,,,7.26
43292,310610,Veefin Solutions Ltd.,202203,0.01,14.28,,,,0.75
43293,122267,Veejay Lakshmi Engineering Works Ltd.,202403,,0.00,,,,4.51
43294,122267,Veejay Lakshmi Engineering Works Ltd.,202303,,0.00,,,,0.47
43295,122267,Veejay Lakshmi Engineering Works Ltd.,202203,,0.00,,,,0.81
43296,226440,Veejay Terry Products Ltd.,202403,,,,,,1.21
43297,226440,Veejay Terry Products Ltd.,202303,,,,,,0.08
43298,226440,Veejay Terry Products Ltd.,202203,,,,,,
43299,239798,Veekay Distilleries Pvt Ltd.,202403,0.18,0.03,,0.03,,7.50
43300,239798,Veekay Distilleries Pvt Ltd.,202303,0.18,0.03,,0.03,,12.21
43301,239798,Veekay Distilleries Pvt Ltd.,202203,0.18,0.03,,0.03,,14.09
43302,224122,Veekayem Fashion And Apparels Ltd.,202403,,,,,,61.77
43303,224122,Veekayem Fashion And Apparels Ltd.,202303,,,,,,48.61
43304,224122,Veekayem Fashion And Apparels Ltd.,202203,,,,,,36.82
43305,225365,Veekesy Elastomers Pvt Ltd.,202403,,1.64,,,,10.04
43306,225365,Veekesy Elastomers Pvt Ltd.,202303,,1.40,,,,9.25
43307,225365,Veekesy Elastomers Pvt Ltd.,202203,,1.40,,,,8.98
43308,281872,Veekesy Rubber Industries Pvt Ltd.,202303,0.02,,,0.26,,0.41
43309,281872,Veekesy Rubber Industries Pvt Ltd.,202203,0.02,,,0.25,,1.14
43310,225368,Veeline Industries Ltd.,202403,,1.47,,,,79.84
43311,225368,Veeline Industries Ltd.,202303,,1.68,,,,63.00
43312,225368,Veeline Industries Ltd.,202203,,1.34,,,,52.48
43313,221914,Veenus Maintenance Services Pvt Ltd,202303,,0.01,,,,0.58
43314,221914,Veenus Maintenance Services Pvt Ltd,202203,,0.01,,,,0.94
43315,313052,Veer Bath Accessories Pvt Ltd.,202203,,,,0.00,,
43316,225370,Veer Chemie & Aromatics Pvt Ltd.,202403,,,,,,18.27
43317,225370,Veer Chemie & Aromatics Pvt Ltd.,202303,,,,,,15.07
43318,225370,Veer Chemie & Aromatics Pvt Ltd.,202203,,,,,,17.15
43319,103657,Veer Energy & Infrastructure Ltd.,202403,,,,,,2.74
43320,103657,Veer Energy & Infrastructure Ltd.,202303,,,,,,1.40
43321,103657,Veer Energy & Infrastructure Ltd.,202203,,,,,,3.66
43322,239799,Veer Enterprises Ltd.,202303,,,,,,
43323,239799,Veer Enterprises Ltd.,202203,,,,,,
43324,299544,Veer Global Infraconstruction Ltd.,202403,,,,,,21.75
43325,299544,Veer Global Infraconstruction Ltd.,202303,,,,,,15.63
43326,299544,Veer Global Infraconstruction Ltd.,202203,,,,,,18.67
43327,225372,Veer Overseas Ltd.,202403,,,,,,64.95
43328,225372,Veer Overseas Ltd.,202303,,,,,,43.75
43329,225372,Veer Overseas Ltd.,202203,,,,,,45.23
43330,224121,Veer Plastics Pvt Ltd.,202403,,,,,,170.69
43331,224121,Veer Plastics Pvt Ltd.,202303,,,,,,105.79
43332,224121,Veer Plastics Pvt Ltd.,202203,,,,,,127.55
43333,225373,Veera Fragrances Pvt Ltd.,202403,,0.09,,,,6.07
43334,225373,Veera Fragrances Pvt Ltd.,202303,,0.09,,,,8.29
43335,225373,Veera Fragrances Pvt Ltd.,202203,,0.09,,,,7.87
43336,282829,Veeram Securities Ltd.,202403,,0.00,,,,
43337,282829,Veeram Securities Ltd.,202303,,0.00,,,,
43338,282829,Veeram Securities Ltd.,202203,,0.00,,,,
43339,240988,Veeramani Biscuit Industries Ltd.,202303,,,,0.02,,13.64
43340,240988,Veeramani Biscuit Industries Ltd.,202203,,,,0.01,,12.41
43341,217128,Veerashaiva Co-Op. Bank Limited,202403,,,,,,
43342,217128,Veerashaiva Co-Op. Bank Limited,202303,,,,,,
43343,217128,Veerashaiva Co-Op. Bank Limited,202203,,,,,,
43344,111523,Veerhealth Care Ltd.,202403,,,,,,3.92
43345,111523,Veerhealth Care Ltd.,202303,,,,,,1.84
43346,111523,Veerhealth Care Ltd.,202203,,,,,,1.54
43347,306038,Veerkrupa Jewellers Ltd.,202403,,,,,,0.54
43348,306038,Veerkrupa Jewellers Ltd.,202303,,,,,,0.26
43349,306038,Veerkrupa Jewellers Ltd.,202203,,,,,,0.33
43350,250834,Veer-O-Metals Pvt Ltd.,202403,,5.33,,,,107.04
43351,250834,Veer-O-Metals Pvt Ltd.,202303,,4.92,,,,83.64
43352,250834,Veer-O-Metals Pvt Ltd.,202203,,4.40,,,,75.94
43353,214442,Veerprabhu Marketing Ltd.,202403,,,,,,87.57
43354,214442,Veerprabhu Marketing Ltd.,202303,,,,,,87.10
43355,214442,Veerprabhu Marketing Ltd.,202203,,,,,,53.06
43356,225374,Veetek Storemate Pvt Ltd.,202303,,,,,,0.85
43357,225374,Veetek Storemate Pvt Ltd.,202203,,,,,,1.32
43358,293230,Veeyor Polymers Pvt Ltd.,202303,,0.03,,0.03,,8.68
43359,293230,Veeyor Polymers Pvt Ltd.,202203,,0.02,,0.02,,6.69
43360,225375,Vega Auto Accessories Pvt Ltd.,202303,,,,0.92,,81.50
43361,225375,Vega Auto Accessories Pvt Ltd.,202203,,,,0.92,,86.04
43362,314606,Vega India Level and Pressure Measurement Pvt Ltd.,202403,,,,,,33.38
43363,314606,Vega India Level and Pressure Measurement Pvt Ltd.,202303,,,,,,33.83
43364,314606,Vega India Level and Pressure Measurement Pvt Ltd.,202203,,,,,,18.71
43365,248954,Vega Jeweldiam Pvt Ltd.,202403,,0.18,,,,23.87
43366,248954,Vega Jeweldiam Pvt Ltd.,202303,,0.23,,,,28.92
43367,248954,Vega Jeweldiam Pvt Ltd.,202203,,0.23,,,,27.80
43368,112026,Vega Jewellers Ltd.,202303,,,,,,
43369,112026,Vega Jewellers Ltd.,202203,,,,,,
43370,321163,Vegorama Punjabi Angithi Ltd.,202403,,0.01,,,,1.14
43371,321163,Vegorama Punjabi Angithi Ltd.,202303,,0.01,,,,0.58
43372,213660,Veka Pvt Ltd.,202403,,0.88,,,,56.56
43373,213660,Veka Pvt Ltd.,202303,,0.75,,,,66.43
43374,213660,Veka Pvt Ltd.,202203,,0.72,,,,73.14
43375,126755,Velan Hotels Ltd.,202403,,,,,,
43376,126755,Velan Hotels Ltd.,202303,,,,,,
43377,126755,Velan Hotels Ltd.,202203,,,,,,
43378,225378,Velankani Information Systems Pvt Ltd.,202403,,33.39,,,,12.58
43379,225378,Velankani Information Systems Pvt Ltd.,202303,,13.36,,,,10.65
43380,225378,Velankani Information Systems Pvt Ltd.,202203,,8.79,,,,10.56
43381,105232,Veljan Denison Ltd.,202303,,1.11,,,,28.10
43382,105232,Veljan Denison Ltd.,202203,,1.02,,,,32.98
43383,255001,Veljan Hydrair Ltd.,202403,,,,,,82.60
43384,255001,Veljan Hydrair Ltd.,202303,,,,,,95.97
43385,255001,Veljan Hydrair Ltd.,202203,,,,,,72.00
43386,240308,Velji Dosabhai & Sons Pvt Ltd.,202403,,,,7.18,,22.53
43387,240308,Velji Dosabhai & Sons Pvt Ltd.,202303,,3.56,,5.30,,21.01
43388,240308,Velji Dosabhai & Sons Pvt Ltd.,202203,,1.59,,4.88,,31.00
43389,295618,Vellvette Lifestyle Pvt Ltd.,202403,,1.37,,,,119.97
43390,295618,Vellvette Lifestyle Pvt Ltd.,202303,,0.89,,,,67.18
43391,295618,Vellvette Lifestyle Pvt Ltd.,202203,,0.89,,,,29.32
43392,288081,Velmurugan Heavy Engineering Industries Pvt Ltd.,202403,,,,,,9.03
43393,288081,Velmurugan Heavy Engineering Industries Pvt Ltd.,202303,,,,,,7.50
43394,288081,Velmurugan Heavy Engineering Industries Pvt Ltd.,202203,,,,,,8.66
43395,270907,Velocis Systems Pvt Ltd.,202403,,1.71,,0.02,,292.37
43396,270907,Velocis Systems Pvt Ltd.,202303,,1.58,,0.02,,275.02
43397,270907,Velocis Systems Pvt Ltd.,202203,,1.50,,0.02,,115.91
43398,222897,Velocity Ltd.,202403,,,,,,
43399,222897,Velocity Ltd.,202303,,,,,,
43400,222897,Velocity Ltd.,202203,,,,,,
43401,106178,Velox Shipping and Logistics Ltd.,202403,,,,,,0.30
43402,106178,Velox Shipping and Logistics Ltd.,202303,,,,,,
43403,106178,Velox Shipping and Logistics Ltd.,202203,,,,,,
43404,307710,Vels Film International Ltd.,202403,,,,,,6.57
43405,307710,Vels Film International Ltd.,202303,,,,,,2.56
43406,307710,Vels Film International Ltd.,202203,,,,,,18.82
43407,211486,Vem Technologies Pvt Ltd.,202403,,,,,,331.70
43408,211486,Vem Technologies Pvt Ltd.,202303,,,,,,164.30
43409,211486,Vem Technologies Pvt Ltd.,202203,,,,,,88.71
43410,247583,Venco Research & Breeding Farm Pvt Ltd.,202303,,,10.65,31.40,,245.47
43411,247583,Venco Research & Breeding Farm Pvt Ltd.,202203,,,5.28,18.36,,182.07
43412,240992,Venkateshwar Ispat Ltd.,202403,,,,,,6.90
43413,240992,Venkateshwar Ispat Ltd.,202303,,,,,,5.10
43414,240992,Venkateshwar Ispat Ltd.,202203,,,,,,4.60
43415,251068,Venkateshwara Automation & Controls Pvt Ltd.,202303,,0.05,,,,10.27
43416,251068,Venkateshwara Automation & Controls Pvt Ltd.,202203,,0.07,,,,5.97
43417,214446,Venkateshwara Hatcheries Pvt Ltd.,202403,,3.06,0.69,0.16,,132.49
43418,214446,Venkateshwara Hatcheries Pvt Ltd.,202303,,3.06,0.69,0.16,,180.78
43419,214446,Venkateshwara Hatcheries Pvt Ltd.,202203,,3.23,0.69,11.35,,161.88
43420,225444,Venkateswara Wires Pvt Ltd.,202403,,,,,,62.30
43421,225444,Venkateswara Wires Pvt Ltd.,202303,,,,,,43.37
43422,225444,Venkateswara Wires Pvt Ltd.,202203,,,,,,53.14
43423,209559,Venkatramana Food Specialities Ltd.,202403,,,,,,6.20
43424,209559,Venkatramana Food Specialities Ltd.,202303,,,,7.28,,4.81
43425,209559,Venkatramana Food Specialities Ltd.,202203,,,,6.34,,4.83
43426,123261,Venky'S (India) Ltd.,202403,12.62,2.63,,,,715.04
43427,123261,Venky'S (India) Ltd.,202303,12.62,2.63,,,,656.31
43428,123261,Venky'S (India) Ltd.,202203,12.62,2.59,,,,638.37
43429,124038,Venlon Enterprises Ltd.,202403,,0.01,,,,0.51
43430,124038,Venlon Enterprises Ltd.,202303,,0.01,,,,0.07
43431,124038,Venlon Enterprises Ltd.,202203,,0.01,,,,1.08
43432,131015,Venmax Drugs And Pharmaceuticals Ltd.,202403,,,,,,
43433,131015,Venmax Drugs And Pharmaceuticals Ltd.,202303,,,,,,0.04
43434,131015,Venmax Drugs And Pharmaceuticals Ltd.,202203,,,,,,0.04
43435,229659,Vennar Ceramics Ltd.,202303,,0.24,,,,2.25
43436,229659,Vennar Ceramics Ltd.,202203,,0.24,,,,2.74
43437,269693,Ventech Systems Pvt Ltd.,202303,,,,,,4.88
43438,269693,Ventech Systems Pvt Ltd.,202203,,,,,,4.77
43439,225448,Ventilation Engineering Co. Pvt Ltd.,202203,,,,,,4.34
43440,316995,Ventive Hospitality Ltd.,202403,,0.47,,,,17.31
43441,316995,Ventive Hospitality Ltd.,202303,,0.34,,,,23.96
43442,316995,Ventive Hospitality Ltd.,202203,,0.34,,,,19.90
43443,112060,Ventura Guaranty Ltd.,202403,,,,,,
43444,112060,Ventura Guaranty Ltd.,202303,,,,,,
43445,112060,Ventura Guaranty Ltd.,202203,,,,,,
43446,247585,Ventura Securities Ltd.,202303,,1.90,,,,57.26
43447,247585,Ventura Securities Ltd.,202203,,1.80,,,,56.35
43448,116098,Ventura Textiles Ltd.,202303,,,,,,0.03
43449,116098,Ventura Textiles Ltd.,202203,,,,,,1.70
43450,209560,Venture Lighting India Ltd.,202403,,,,,,23.99
43451,209560,Venture Lighting India Ltd.,202303,,,,,,28.32
43452,209560,Venture Lighting India Ltd.,202203,,,,,,32.27
43453,223398,Venus Home Appliances Pvt. Ltd,202403,,,,,,18.87
43454,223398,Venus Home Appliances Pvt. Ltd,202303,,,,,,17.96
43455,223398,Venus Home Appliances Pvt. Ltd,202203,,,,,,23.71
43456,273505,Venus India Asset-Finance Pvt Ltd.,202303,,,,,,
43457,273505,Venus India Asset-Finance Pvt Ltd.,202203,,,,,,
43458,225456,Venus Industrial Corp. Pvt Ltd.,202403,,,,,,33.77
43459,225456,Venus Industrial Corp. Pvt Ltd.,202303,,,,,,34.73
43460,225456,Venus Industrial Corp. Pvt Ltd.,202203,,,,,,38.33
43461,304683,Venus Pipes & Tubes Ltd.,202403,,0.95,,,,177.14
43462,304683,Venus Pipes & Tubes Ltd.,202303,,0.18,,,,70.49
43463,304683,Venus Pipes & Tubes Ltd.,202203,,0.15,,,,73.52
43464,126953,Venus Remedies Ltd.,202403,,,,248.35,,89.54
43465,126953,Venus Remedies Ltd.,202303,,,,233.35,,84.92
43466,126953,Venus Remedies Ltd.,202203,,,,233.35,,30.41
43467,252214,Veolia India Pvt Ltd.,202403,176.81,5.55,,401.18,,65.50
43468,252214,Veolia India Pvt Ltd.,202303,176.81,5.55,,401.18,,42.79
43469,252214,Veolia India Pvt Ltd.,202203,176.81,5.55,,401.18,,31.79
43470,294729,VER SE Innovation Pvt Ltd.,202403,0.48,23.98,,29.59,,535.87
43471,294729,VER SE Innovation Pvt Ltd.,202303,0.48,22.83,,29.59,,324.83
43472,294729,VER SE Innovation Pvt Ltd.,202203,0.48,21.62,,29.27,,194.46
43473,288682,Vera Synthetic Ltd.,202403,,,,,,2.92
43474,288682,Vera Synthetic Ltd.,202303,,,,,,9.16
43475,288682,Vera Synthetic Ltd.,202203,,,,,,8.53
43476,304126,Veranda Learning Solutions Ltd.,202403,,3.42,,,,14.17
43477,304126,Veranda Learning Solutions Ltd.,202303,,0.09,,,,8.44
43478,304126,Veranda Learning Solutions Ltd.,202203,,0.08,,,,7.92
43479,225458,Verga Attachments Pvt Ltd.,202403,,0.99,,,,12.78
43480,225458,Verga Attachments Pvt Ltd.,202303,,0.97,,,,23.27
43481,225458,Verga Attachments Pvt Ltd.,202203,,0.78,,,,41.05
43482,269553,Verifacts Services Pvt Ltd.,202403,,1.93,,0.03,,2.58
43483,269553,Verifacts Services Pvt Ltd.,202303,,2.65,,0.03,,4.30
43484,269553,Verifacts Services Pvt Ltd.,202203,,2.65,,0.03,,5.28
43485,217133,Verisign Services India Pvt Ltd,202303,,,,,,1.12
43486,217133,Verisign Services India Pvt Ltd,202203,,,,,,2.07
43487,314061,Veritaas Advertising Ltd.,202403,,2.77,,,,3.64
43488,314061,Veritaas Advertising Ltd.,202303,,0.54,,,,2.84
43489,314061,Veritaas Advertising Ltd.,202203,,,,,,1.64
43490,112229,Veritas (India) Ltd.,202403,,,,,,13.24
43491,112229,Veritas (India) Ltd.,202303,,,,,,43.28
43492,112229,Veritas (India) Ltd.,202203,,,,,,77.35
